Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved LH,Rank TPM
NMAR_RS03390,Nmar_0633,DUF99 family protein,1.16,0.000208969,15.86576931,7.343561207,3.89,2.798172447,76G-FAM000101,Thaumi_prot_LH_FAM001910,N,N,NV+NF+NM,NV+NF+NM,1039
NMAR_RS04755,Nmar_0890,hypothetical protein,1.13,6.72E-05,29.67166205,19.57994851,4.84,4.232825168,76G-FAM008818,Thaumi_prot_LH_FAM001978,N,Y,NM,NM,747
NMAR_RS03650,Nmar_0682,collagen-like protein,1.13,0.011652319,1960.495065,1405.528306,10.9,10.44511315,76G-FAM008413,Thaumi_prot_LH_FAM000227,N,Y,NM,NM,38
NMAR_RS03870,Nmar_0722,ArsC/Spx/MgsR family protein,1.13,0.003568575,14.55480139,11.19969182,3.71,3.432129557,76G-FAM007484,Thaumi_prot_LH_FAM001935,N,Y,NM,NM,1087
NMAR_RS04100,0,hypothetical protein,1.13,0.39249104,3.595450676,1.761931618,1.39,#NUM!,#N/A,Thaumi_prot_LH_FAM001950,#N/A,#N/A,NA,NM,1687
NMAR_RS00745,Nmar_0144,AAC(3) family N-acetyltransferase,1.12,0.363435332,1.012066433,1.039583452,-0.13,-0.035306393,76G-FAM028426,Thaumi_prot_LH_FAM006540,N,Y,NM,NM,1911
NMAR_RS03365,Nmar_R0023,RNase P RNA component,1.11,1.37E-09,56605.47419,38590.04158,15.77,15.20490131,#N/A,#N/A,#N/A,#N/A,NA,NA,3
NMAR_RS01280,Nmar_0243,DEAD/DEAH box helicase,1.11,5.42E-08,14.99874515,10.2712284,3.85,3.32806166,76G-FAM000131,Thaumi_prot_LH_FAM000961,N,N,NV+NF+NM,NV+NF+NM,1074
NMAR_RS08010,Nmar_R0036,tRNA-Ala,1.11,0.001237608,99.86753151,67.06259279,6.54,5.993696463,#N/A,#N/A,#N/A,#N/A,NA,NA,318
NMAR_RS06170,Nmar_1148,DsbA family protein,1.09,1.38E-05,30.62686997,20.7003749,4.86,4.337013654,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,NV+NF+NM,NV+NF+NM,728
NMAR_RS07755,Nmar_1447,phosphomannomutase,1.09,5.29E-07,15.89384344,11.56539035,3.99,3.505473768,76G-FAM002304,Thaumi_prot_LH_FAM000593,Y,N,NV+NF+NM,NV+NF+NM,1038
NMAR_RS05430,0,hypothetical protein,1.09,0.049494597,9.358662658,9.03193306,2.87,3.074155639,#N/A,Thaumi_prot_LH_FAM006570,#N/A,#N/A,NA,NM,1340
NMAR_RS01865,Nmar_0351,tetratricopeptide repeat protein,1.08,0.000201448,7.846020361,5.167715565,2.85,2.261601869,76G-FAM008577,Thaumi_prot_LH_FAM001858,N,Y,NM,NM,1421
NMAR_RS07750,Nmar_R0035,tRNA-Thr,1.07,0.386684215,145.3525239,53.47510332,5.85,5.691832403,#N/A,#N/A,#N/A,#N/A,NA,NA,243
NMAR_RS07760,Nmar_1448,thiamine-phosphate kinase,1.07,5.50E-10,25.68543291,17.56706358,4.64,4.115340991,76G-FAM000825,Thaumi_prot_LH_FAM000592,Y,N,NV+NF+NM,NV+NF+NM,796
NMAR_RS08570,Nmar_1602,nascent polypeptide-associated complex protein,1.06,1.97E-11,515.8672824,346.2439004,8.95,8.400724543,76G-FAM000976,Thaumi_prot_LH_FAM000975,Y,N,NV+NF+NM,NV+NF+NM,80
NMAR_RS04580,Nmar_R0026,tRNA-Phe,1.05,0.106780717,15.11413588,9.258338529,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,NA,1070
NMAR_RS02670,Nmar_0499,hypothetical protein,1.05,0.000259341,26.65478783,14.02599853,4.58,3.80586898,76G-FAM008229,Thaumi_prot_LH_FAM000734,N,Y,NV+NM,NV+NM,783
NMAR_RS02555,Nmar_0476,ABC transporter permease,1.04,0.000641659,15.28014376,12.32560312,3.91,3.562135417,76G-FAM000759,Thaumi_prot_LH_FAM001292,N,N,NV+NF+NM,NM,1061
NMAR_RS09145,0,hypothetical protein,1.04,0.50208322,1.149030924,1.28077233,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002147,#N/A,#N/A,NA,NM,1902
NMAR_RS05725,Nmar_1068,hypothetical protein,1.03,0.000463424,25.07807258,20.25574795,4.64,4.270699029,76G-FAM008428,Thaumi_prot_LH_FAM001528,N,Y,NM,NM,807
NMAR_RS08935,0,hypothetical protein,1.03,0.774311207,0.43033102,0.208937541,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM006630,#N/A,#N/A,NA,NM,1944
NMAR_RS04355,Nmar_0815,plastocyanin/azurin family copper-binding protein,1.03,1.13E-06,41.82778183,29.61864635,5.34,4.878387347,76G-FAM028451,Thaumi_prot_LH_FAM006566,N,Y,NM,NM,598
NMAR_RS04165,Nmar_0779,phosphoribosylformylglycinamidine synthase subunit PurQ,1.03,3.19E-06,28.97494691,20.76137155,4.83,4.359115696,76G-FAM002061,Thaumi_prot_LH_FAM001094,N,N,NV+NF+NM,NV+NF+NM,753
NMAR_RS08365,Nmar_R0040,tRNA-Met,1.02,0.055830704,5.130373479,1.324403072,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,NA,1572
NMAR_RS06965,Nmar_1301,DUF120 domain-containing protein,1.02,0.000314296,22.29795476,15.48718031,4.34,3.902339532,76G-FAM000831,Thaumi_prot_LH_FAM000087,Y,N,NV+NF+NM,NV+NF+NM,857
NMAR_RS04010,Nmar_0751,hypothetical protein,1.02,0.18306514,1.358534416,2.226256919,#NUM!,#NUM!,76G-FAM008327,Thaumi_prot_LH_FAM001941,N,Y,NM,NM,1883
NMAR_RS01960,0,hypothetical protein,1.02,0.180249681,5.400701142,4.119445553,1.89,2.009799745,#N/A,Thaumi_prot_LH_FAM001869,#N/A,#N/A,NA,NM,1565
NMAR_RS01770,Nmar_0333,peptidase,1.02,9.70E-10,58.38109618,42.10561615,5.82,5.388357779,76G-FAM008576,Thaumi_prot_LH_FAM000876,N,Y,NM,NM,482
NMAR_RS08545,Nmar_1597,UbiD family decarboxylase,1,1.40E-13,39.52091846,27.81251842,5.26,4.781438175,76G-FAM000614,Thaumi_prot_LH_FAM000969,Y,N,NV+NF+NM,NV+NF+NM,626
NMAR_RS02035,Nmar_0379,hypothetical protein,0.99,0.039716098,13.766793,11.8458165,3.73,3.49988318,76G-FAM008889,Thaumi_prot_LH_FAM001873,N,Y,NM,NM,1120
NMAR_RS09600,Nmar_1798,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,0.99,0.002657771,8.037693044,8.293528265,#NUM!,3.0321413,76G-FAM004823,Thaumi_prot_LH_FAM001036,N,N,NM,NM,1407
NMAR_RS09275,Nmar_R0042,tRNA-Val,0.98,0.031589063,15.3158711,6.403771791,3.38,2.52914725,#N/A,#N/A,#N/A,#N/A,NA,NA,1060
NMAR_RS06035,Nmar_R0030,tRNA-Val,0.98,0.456865169,24.31527141,22.91833644,4.21,4.373423202,#N/A,#N/A,#N/A,#N/A,NA,NA,817
NMAR_RS02015,Nmar_0375,trimeric intracellular cation channel family protein,0.98,0.002362783,37.06556159,27.12452395,5.17,4.695815146,76G-FAM005922,Thaumi_prot_LH_FAM001261,N,Y,NV+NF+NM,NV+NF+NM,659
NMAR_RS04800,Nmar_0898,hypothetical protein,0.98,0.005928813,12.40703462,9.061299815,3.55,3.125092184,76G-FAM008378,Thaumi_prot_LH_FAM001868,N,Y,NM,NM,1181
NMAR_RS05900,Nmar_1101,hypothetical protein,0.97,0.619823284,1.556128864,1.032070038,#NUM!,#NUM!,76G-FAM008437,Thaumi_prot_LH_FAM001432,N,Y,NM,NM,1862
NMAR_RS04850,Nmar_0907,hypothetical protein,0.97,0.199173107,2.659420173,1.989859422,1.1,0.877899979,76G-FAM008663,Thaumi_prot_LH_FAM001995,N,Y,NM,NM,1768
NMAR_RS09840,0,hypothetical protein,0.97,0.36588839,7.924825816,2.297522283,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM001852,#N/A,#N/A,NA,NM,1414
NMAR_RS06805,Nmar_1269,MFS transporter,0.96,0.002033692,15.37724354,7.896456125,3.71,2.945573032,76G-FAM008283,Thaumi_prot_LH_FAM000506,N,Y,NM,NM,1056
NMAR_RS03460,Nmar_0646,LysE family transporter,0.96,0.023891321,4.676573457,3.670966133,2.15,1.841168378,76G-FAM000036,Thaumi_prot_LH_FAM001913,N,Y,NV+NM,NV+NM,1604
NMAR_RS07525,Nmar_1405,hypothetical protein,0.96,0.467065704,2.39807037,2.141448372,#NUM!,#NUM!,76G-FAM007473,Thaumi_prot_LH_FAM000427,N,Y,NV+NM,NV+NM,1792
NMAR_RS08095,Nmar_1509,DHH family phosphoesterase,0.95,1.08E-09,62.95729982,45.06663753,5.9,5.483515364,76G-FAM000234,Thaumi_prot_LH_FAM000067,N,N,NV+NM,NV+NM,456
NMAR_RS06415,Nmar_1193,alcohol dehydrogenase catalytic domain-containing protein,0.95,1.13E-11,40.06352841,28.96071187,5.25,4.84954282,76G-FAM000733_0,Thaumi_prot_LH_FAM000338,Y,N,NV+NF+NM,NV+NF+NM,620
NMAR_RS06160,Nmar_1146,trypsin-like peptidase domain-containing protein,0.95,0.001082726,7.778149661,6.614912006,2.89,2.68953134,76G-FAM000038_0,Thaumi_prot_LH_FAM000667,Y,N,NV+NF+NM,NV+NF+NM,1425
NMAR_RS02620,Nmar_0489,aquaporin,0.95,0.114097233,3.949602086,3.761603706,1.88,1.835178055,76G-FAM002976,Thaumi_prot_LH_FAM000111,N,N,NV+NF+NM,NV+NF+NM,1650
NMAR_RS04445,Nmar_0832,hemolysin family protein,0.95,2.80E-08,51.97771806,37.1298273,5.63,5.194650907,76G-FAM002752,Thaumi_prot_LH_FAM000536,N,N,NM,NM,522
NMAR_RS09545,Nmar_1787,AN1-type zinc finger domain-containing protein,0.94,9.69E-05,34.37765029,25.60603866,5.02,4.659453274,76G-FAM003219,Thaumi_prot_LH_FAM001053,N,N,NM,NM,680
NMAR_RS03755,Nmar_0701,acetate--CoA ligase,0.93,1.12E-14,52.52875542,38.83998879,5.67,5.276764327,76G-FAM001567_0,Thaumi_prot_LH_FAM001381,N,N,NV+NF+NM,NV+NF+NM,515
NMAR_RS02605,Nmar_0486,DUF3240 family protein,0.93,0.208695308,7.966460485,5.577234315,2.58,2.210004565,76G-FAM008225,Thaumi_prot_LH_FAM001265,N,Y,NM,NM,1413
NMAR_RS00540,Nmar_0103,acylphosphatase,0.93,0.001437707,20.23646198,19.06167221,4.28,4.244840296,76G-FAM000170,Thaumi_prot_LH_FAM001784,N,N,NV+NF+NM,NV+NF+NM,897
NMAR_RS07745,0,hypothetical protein,0.93,0.000311025,73.45984003,52.09830303,6.13,5.681093421,#N/A,Thaumi_prot_LH_FAM000594,#N/A,#N/A,NA,NM,405
NMAR_RS04940,Nmar_0922,PfkB family carbohydrate kinase,0.92,0.00314673,14.42203171,10.18164166,3.74,3.323086528,76G-FAM002517,Thaumi_prot_LH_FAM000683,N,N,NV+NF+NM,NV+NF+NM,1092
NMAR_RS03130,Nmar_0585,hypothetical protein,0.92,2.64E-07,164.0639368,119.8956086,7.3,6.886750901,76G-FAM008264,Thaumi_prot_LH_FAM001356,N,Y,NM,NM,214
NMAR_RS00040,Nmar_0008,NAD(P)/FAD-dependent oxidoreductase,0.92,2.89E-10,26.03254353,18.0580331,4.62,4.163444224,76G-FAM008161,Thaumi_prot_LH_FAM001044,N,Y,NM,NM,790
NMAR_RS06135,Nmar_1142,plastocyanin/azurin family copper-binding protein,0.92,0.344730774,2.677460412,2.621460018,0.99,1.08760201,76G-FAM002825_0,Thaumi_prot_LH_FAM000003_0,Y,N,NV+NF+NM,NV+NF+NM,1767
NMAR_RS07290,Nmar_1359,winged helix-turn-helix domain-containing protein,0.92,3.38E-06,89.43680417,69.86651009,6.46,6.117711966,76G-FAM008571,Thaumi_prot_LH_FAM001884,N,Y,NM,NM,350
NMAR_RS07660,Nmar_1433,hypothetical protein,0.91,0.004032876,19.08370679,16.4268824,3.85,3.798701252,76G-FAM008722,Thaumi_prot_LH_FAM002108,N,Y,NM,NM,929
NMAR_RS06080,Nmar_1133,kelch repeat-containing protein,0.91,0.000760181,17.92462618,14.30150809,4.16,3.833325923,76G-FAM002762,Thaumi_prot_LH_FAM002047,N,N,NV+NF+NM,NV+NF+NM,963
NMAR_RS05335,Nmar_0996,DUF6659 family protein,0.91,1.36E-07,93.67669214,70.12337491,6.48,6.114472982,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,336
NMAR_RS09715,0,hypothetical protein,0.91,0.005234097,70.50772127,56.97189689,6.12,5.745082749,#N/A,Thaumi_prot_LH_FAM001956,#N/A,#N/A,NA,NM,414
NMAR_RS01905,Nmar_0358,GNAT family N-acetyltransferase,0.91,0.373245776,2.605349356,2.242866629,1.06,1.11086177,76G-FAM008358,Thaumi_prot_LH_FAM001859,N,Y,NM,NM,1773
NMAR_RS03265,Nmar_0610,N-6 DNA methylase,0.91,3.42E-05,13.05916694,9.882408889,3.56,3.297936959,76G-FAM008899,Thaumi_prot_LH_FAM001908,N,Y,NM,NM,1158
NMAR_RS08890,Nmar_1663,multicopper oxidase MCO1,0.9,0.004138114,6.165405255,4.435580106,2.56,2.128900282,76G-FAM003386,Thaumi_prot_LH_FAM000878,N,N,NV+NF+NM,NV+NF+NM,1513
NMAR_RS05365,Nmar_1002,DUF6659 family protein,0.9,7.90E-06,40.46087318,30.06568105,5.28,4.880059126,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,615
NMAR_RS05465,Nmar_R0029,16S ribosomal RNA,0.9,5.46E-09,66.71427325,8.3655491,4.63,2.940865962,#N/A,#N/A,#N/A,#N/A,NA,NA,433
NMAR_RS09160,Nmar_1713,ABC transporter ATP-binding protein,0.89,3.98E-06,78.27270148,59.60981594,6.24,5.854121339,76G-FAM000031_0,Thaumi_prot_LH_FAM000504,Y,N,NV+NF+NM,NV+NF+NM,387
NMAR_RS09905,Nmar_0030,hypothetical protein,0.89,3.98E-13,63.32697415,47.97333014,5.95,5.576935174,76G-FAM028416,#N/A,N,Y,NM,NA,453
NMAR_RS01915,Nmar_0360,nitroreductase family protein,0.89,8.37E-08,69.53221005,51.77491111,6.05,5.67459836,76G-FAM008578,Thaumi_prot_LH_FAM001860,N,Y,NM,NM,422
NMAR_RS04090,Nmar_0765,bifunctional nuclease domain-containing protein,0.88,7.39E-11,108.613695,82.70380374,6.71,6.364093175,76G-FAM003176,Thaumi_prot_LH_FAM000492,N,N,NV+NM,NV+NM,298
NMAR_RS07170,Nmar_1339,hypothetical protein,0.88,5.19E-05,96.34948608,71.12725672,6.49,6.107423686,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,NV+NF+NM,NV+NF+NM,330
NMAR_RS08000,Nmar_1494,pantetheine-phosphate adenylyltransferase,0.88,0.000356215,26.17307327,19.46261494,4.58,4.274456379,76G-FAM000449,Thaumi_prot_LH_FAM000053,N,N,NV+NF+NM,NV+NF+NM,786
NMAR_RS02505,0,hypothetical protein,0.88,6.72E-05,41.67954458,34.99314525,5.3,5.117290095,#N/A,Thaumi_prot_LH_FAM001285,#N/A,#N/A,NA,NV+NM,600
NMAR_RS03525,Nmar_0659,hypothetical protein,0.88,0.000262828,173.0189794,135.5624121,7.4,7.014664293,76G-FAM000539,Thaumi_prot_LH_FAM000240,Y,N,NV+NF+NM,NV+NF+NM,207
NMAR_RS08550,Nmar_1598,hypothetical protein,0.87,0.000183833,113.2333331,101.3213333,6.77,6.611996196,76G-FAM007524,Thaumi_prot_LH_FAM000970,Y,Y,NV+NF+NM,NV+NF+NM,292
NMAR_RS07040,Nmar_1316,MFS transporter,0.87,0.036723458,39.11060735,24.57317335,4.94,4.581451592,76G-FAM007441,Thaumi_prot_LH_FAM000103,N,Y,NV+NM,NV+NM,634
NMAR_RS08405,Nmar_1569,IMP dehydrogenase,0.86,5.30E-12,116.2796584,89.01107605,6.8,6.472539154,76G-FAM000395,Thaumi_prot_LH_FAM001166,Y,N,NV+NF+NM,NV+NF+NM,289
NMAR_RS09180,Nmar_1717,phosphate uptake regulator PhoU,0.86,1.33E-05,16.3868594,13.94603683,3.99,3.785045001,76G-FAM002634,Thaumi_prot_LH_FAM000836,N,N,NV+NF+NM,NV+NF+NM,1016
NMAR_RS08720,Nmar_1631,thiolase domain-containing protein,0.86,1.35E-09,257.814962,199.9202375,7.96,7.636372285,76G-FAM000433_0,Thaumi_prot_LH_FAM000385,Y,N,NV+NF+NM,NV+NF+NM,149
NMAR_RS09070,Nmar_1696,nitroreductase family protein,0.85,1.86E-05,41.87864335,31.72037424,5.33,4.953287284,76G-FAM008578,Thaumi_prot_LH_FAM001860,N,Y,NM,NM,596
NMAR_RS02910,Nmar_0543,phosphomethylpyrimidine synthase ThiC,0.85,3.98E-13,109.4975305,87.2522468,6.74,6.442081279,76G-FAM005203,Thaumi_prot_LH_FAM000130,N,Y,NV+NM,NV+NM,296
NMAR_RS07725,Nmar_1444,AIPR family protein,0.84,1.50E-12,165.790425,130.0509736,7.31,7.005107926,76G-FAM008092,Thaumi_prot_LH_FAM001753,N,Y,NM,NM,213
NMAR_RS09390,Nmar_1756,transcription factor S,0.84,2.59E-06,160.6907263,123.8319388,7.28,6.924038093,76G-FAM000669,Thaumi_prot_LH_FAM000783,N,N,NV+NF+NM,NV+NF+NM,216
NMAR_RS07260,Nmar_1355,hypothetical protein,0.83,5.76E-12,193.4559287,149.2150121,7.52,7.208830062,76G-FAM028485,Thaumi_prot_LH_FAM006607,N,Y,NM,NM,192
NMAR_RS05255,Nmar_0981,hypothetical protein,0.82,0.052552549,9.092591085,7.378292792,3.16,2.790776534,76G-FAM007840,Thaumi_prot_LH_FAM000728,N,Y,NV+NM,NV+NM,1353
NMAR_RS08575,Nmar_1603,PUA domain-containing protein,0.82,1.51E-05,36.22307432,29.01854539,5.14,4.84235983,76G-FAM000975,Thaumi_prot_LH_FAM000974,Y,N,NV+NF+NM,NV+NF+NM,663
NMAR_RS03895,Nmar_0726,DEAD/DEAH box helicase,0.82,3.36E-10,119.7602861,94.8544199,6.86,6.556088556,76G-FAM008310,Thaumi_prot_LH_FAM001013,N,Y,NM,NM,279
NMAR_RS03605,Nmar_0673,CBS domain-containing protein,0.82,0.356883292,2.015882814,1.624379045,0.86,0.523179949,76G-FAM000773_0,Thaumi_prot_LH_FAM001413_0,N,N,NV+NF+NM,NV+NF+NM,1821
NMAR_RS05485,Nmar_1020,hypothetical protein,0.82,6.10E-07,100.2560981,82.13512606,6.62,6.340422534,76G-FAM008402,Thaumi_prot_LH_FAM000624,N,Y,NM,NM,317
NMAR_RS03625,Nmar_0677,DUF6775 family putative metallopeptidase,0.82,0.304293209,2.029583373,1.561704022,0.74,0.265006058,76G-FAM001757,Thaumi_prot_LH_FAM000235,N,Y,NV+NM,NV+NM,1818
NMAR_RS07715,Nmar_1442,hypothetical protein,0.81,0.029757734,17.16868427,14.19477392,3.94,3.804137229,76G-FAM008936,Thaumi_prot_LH_FAM002113,N,Y,NM,NM,993
NMAR_RS06650,Nmar_1238,CDC27 family protein,0.81,0.046458986,16.03896392,12.64858455,3.95,3.575901298,76G-FAM008223,Thaumi_prot_LH_FAM001882,N,Y,NM,NM,1032
NMAR_RS02695,Nmar_0504,hypothetical protein,0.81,0.013257343,11.13459624,9.386119026,3.39,3.194712536,76G-FAM008714,Thaumi_prot_LH_FAM000766,N,Y,NM,NM,1248
NMAR_RS07945,Nmar_1484,hypothetical protein,0.81,0.000145694,77.48808462,53.86362867,6.16,5.691503662,76G-FAM007536,Thaumi_prot_LH_FAM000046,Y,Y,NV+NF+NM,NV+NF+NM,391
NMAR_RS06480,Nmar_1204,PEFG-CTERM sorting domain-containing protein,0.8,0.00410693,11.83333825,11.40283037,3.39,3.488203452,76G-FAM028475,Thaumi_prot_LH_FAM006591,N,Y,NM,NM,1210
NMAR_RS08705,Nmar_1627,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,0.79,2.88E-12,1000.364671,813.020308,9.93,9.664510907,76G-FAM000847,Thaumi_prot_LH_FAM000994,Y,N,NV+NF+NM,NV+NF+NM,51
NMAR_RS03495,Nmar_0653,L-histidine N(alpha)-methyltransferase,0.79,0.002055251,11.18890744,8.555480026,3.37,3.075958657,76G-FAM007588,Thaumi_prot_LH_FAM000243,N,Y,NF+NM,NF+NM,1244
NMAR_RS05745,Nmar_1072,biosynthetic-type acetolactate synthase large subunit,0.79,1.38E-11,227.0186729,186.1299711,7.77,7.529384534,76G-FAM000958,Thaumi_prot_LH_FAM000397,Y,N,NV+NF+NM,NV+NF+NM,167
NMAR_RS01645,Nmar_0309,GNAT family N-acetyltransferase,0.79,0.229670541,2.070850835,1.846440751,0.86,0.85829589,76G-FAM008208,Thaumi_prot_LH_FAM001854,N,Y,NM,NM,1814
NMAR_RS06935,Nmar_1295,lysine biosynthesis protein LysX,0.79,2.23E-08,90.59380936,75.5011767,6.48,6.233833969,76G-FAM000336_0,Thaumi_prot_LH_FAM000083,Y,N,NV+NF+NM,NV+NF+NM,343
NMAR_RS02585,Nmar_0482,phosphate ABC transporter permease PstA,0.79,1.83E-06,28.96695641,23.76955258,4.81,4.551865423,76G-FAM000597,Thaumi_prot_LH_FAM000380,N,N,NV+NF+NM,NV+NF+NM,755
NMAR_RS05795,Nmar_1082,hypothetical protein,0.79,0.001169196,38.31223335,30.03286373,5.25,4.886555852,76G-FAM008480,Thaumi_prot_LH_FAM001608,N,Y,NM,NM,644
NMAR_RS06585,Nmar_1225,heme o synthase,0.78,1.80E-08,62.39317941,52.1631073,5.95,5.699966978,76G-FAM000479_0,Thaumi_prot_LH_FAM000346,Y,N,NV+NF+NM,NV+NF+NM,458
NMAR_RS05495,Nmar_1022,cupin domain-containing protein,0.78,0.00747636,16.03751595,14.81862512,3.98,3.867246032,76G-FAM008404,Thaumi_prot_LH_FAM001442,N,Y,NV+NM,NV+NM,1033
NMAR_RS02650,Nmar_0495,Fe-S cluster assembly protein SufB,0.78,1.37E-12,535.8913074,441.7955308,9.02,8.779180401,76G-FAM001027,Thaumi_prot_LH_FAM000739,N,N,NV+NF+NM,NV+NF+NM,79
NMAR_RS04110,Nmar_0768,hypothetical protein,0.77,0.112492313,12.57498712,9.853522638,3.23,3.297650182,76G-FAM008338,Thaumi_prot_LH_FAM001951,N,Y,NM,NM,1173
NMAR_RS06270,Nmar_1166,ParB N-terminal domain-containing protein,0.77,0.787735645,0.731911169,0.540919864,#NUM!,#NUM!,76G-FAM028470,Thaumi_prot_LH_FAM006586,N,Y,NM,NM,1927
NMAR_RS08995,Nmar_1681,YnfA family protein,0.76,0.006426132,26.12005023,19.93823556,4.65,4.288230661,76G-FAM008531,Thaumi_prot_LH_FAM002144,N,Y,NF+NM,NF+NM,788
NMAR_RS08885,Nmar_1662,divalent cation transporter,0.76,0.021146183,15.91865067,10.33913532,3.85,3.351626531,76G-FAM007716,Thaumi_prot_LH_FAM000877,N,Y,NV+NF+NM,NV+NF+NM,1037
NMAR_RS08485,Nmar_1585,threonine-phosphate decarboxylase CobD,0.76,0.000133694,20.86947142,17.864387,4.35,4.140929866,76G-FAM005078,Thaumi_prot_LH_FAM001154,N,Y,NV+NF+NM,NV+NF+NM,886
NMAR_RS05735,Nmar_1070,2-isopropylmalate synthase,0.76,9.37E-11,242.0838342,201.7337731,7.87,7.643764505,76G-FAM000957_0,Thaumi_prot_LH_FAM000395,Y,N,NV+NF+NM,NV+NF+NM,160
NMAR_RS09680,Nmar_0602,hypothetical protein,0.76,0.307840163,12.45443409,9.348888405,3.12,2.915696614,76G-FAM008704,Thaumi_prot_LH_FAM000657,N,Y,NM,NM,1178
NMAR_RS09370,Nmar_1752,precorrin-3B C(17)-methyltransferase,0.75,0.002337474,24.87160599,20.24818674,4.57,4.301273237,76G-FAM005620,Thaumi_prot_LH_FAM000787,Y,Y,NV+NF+NM,NV+NF+NM,810
NMAR_RS06205,Nmar_1156,cation transporter,0.75,0.042451881,15.37342869,16.1725625,3.87,4.001591883,76G-FAM008914,Thaumi_prot_LH_FAM002059,N,Y,NM,NM,1058
NMAR_RS00065,Nmar_0012,hypothetical protein,0.75,0.000641659,48.62337349,34.95331043,5.56,5.083640016,76G-FAM008522,Thaumi_prot_LH_FAM001814,N,Y,NM,NM,545
NMAR_RS07135,Nmar_1334,universal stress protein,0.75,0.001277724,25.50917266,22.1125242,4.64,4.441865781,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_1,N,N,NV+NF+NM,NV+NF+NM,799
NMAR_RS06535,Nmar_1215,hypothetical protein,0.74,0.399638394,52.82456729,38.2537515,4.77,5.249090118,76G-FAM008916,Thaumi_prot_LH_FAM002069,N,Y,NM,NM,512
NMAR_RS02005,Nmar_0373,hypothetical protein,0.74,2.00E-06,258.6371192,222.2829197,7.97,7.781818148,76G-FAM007414,Thaumi_prot_LH_FAM000673,Y,Y,NV+NF+NM,NV+NF+NM,148
NMAR_RS05935,Nmar_1107,hypothetical protein,0.74,0.490398566,4.355506991,2.810489991,2.09,1.331410179,76G-FAM008307,Thaumi_prot_LH_FAM002043,N,Y,NM,NM,1627
NMAR_RS02230,Nmar_0416,hypothetical protein,0.74,0.181688975,5.013606822,4.193317584,2.2,1.990409714,76G-FAM008216,Thaumi_prot_LH_FAM000189,N,Y,NV+NM,NV+NM,1584
NMAR_RS09660,0,hypothetical protein,0.73,0.18698058,16.23954162,13.84791155,3.83,3.721100532,#N/A,Thaumi_prot_LH_FAM000193,#N/A,#N/A,NA,NF+NM,1022
NMAR_RS03300,Nmar_0617,DUF367 family protein,0.73,0.082503657,10.2822576,7.920797993,3.1,2.950901746,76G-FAM002657,Thaumi_prot_LH_FAM000655,Y,N,NV+NF+NM,NV+NF+NM,1284
NMAR_RS02060,0,hypothetical protein,0.72,0.305290326,13.54965814,11.5796785,3.49,3.412578289,#N/A,Thaumi_prot_LH_FAM001876,#N/A,#N/A,NA,NM,1129
NMAR_RS06555,Nmar_1219,site-specific integrase,0.72,3.60E-05,49.2917518,23.1723813,5.44,4.527647256,76G-FAM008370,Thaumi_prot_LH_FAM001493,N,Y,NM,NM,542
NMAR_RS08030,Nmar_1498,hypothetical protein,0.72,1.64E-05,412.518962,362.8376019,8.67,8.460679752,76G-FAM003041,Thaumi_prot_LH_FAM000262,Y,N,NV+NF+NM,NV+NM,101
NMAR_RS09155,Nmar_1712,hypothetical protein,0.72,0.000401319,42.2392271,36.93435144,5.37,5.165036584,76G-FAM008139,Thaumi_prot_LH_FAM000839,N,Y,NM,NM,591
NMAR_RS03670,Nmar_0685,phosphoglycolate phosphatase,0.72,0.047874952,9.723450803,8.120041066,3.23,2.954413512,76G-FAM002812,Thaumi_prot_LH_FAM000225,Y,N,NV+NF+NM,NV+NF+NM,1318
NMAR_RS04185,Nmar_0783,hypothetical protein,0.71,0.031446936,64.19639912,56.253757,5.98,5.761907653,76G-FAM007544,Thaumi_prot_LH_FAM001349,N,Y,NV+NF+NM,NV+NF+NM,450
NMAR_RS03815,Nmar_0711,hypothetical protein,0.71,0.016063304,14.27461643,12.98805669,3.82,3.692022244,76G-FAM008442,Thaumi_prot_LH_FAM001933,N,Y,NM,NM,1095
NMAR_RS01720,Nmar_0323,glutamine--fructose-6-phosphate transaminase (isomerizing),0.71,1.90E-06,14.22580172,12.5328242,3.79,3.631599905,76G-FAM000315,Thaumi_prot_LH_FAM000886,Y,N,NV+NF+NM,NV+NF+NM,1098
