Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,baseMean,lfcSE,stat,pvalue
NVIE_001250,NVIE_RS00610,protein of unknown function,0.09,5.35E-01,18.62,21.42,4.22,4.41,76G-FAM035138,Thaumi_prot_LH_FAM008430,N,Y,,,,,,,,,,1141.164714,0.121707982,0.772751109,0.439669693
NVIE_001260,NVIE_RS00615,protein of unknown function,0.06,6.14E-01,18.36,21.63,4.2,4.43,76G-FAM035139,Thaumi_prot_LH_FAM008431,N,Y,,,,,,,,,,812.4614391,0.097850617,0.633219171,0.526590528
NVIE_001270,NVIE_RS00620,putative DEAD-box superfamily II helicase,-0.16,1.58E-01,49.29,67.42,5.62,6.07,76G-FAM009585,Thaumi_prot_LH_FAM003489,N,Y,,,,,,,,,,7427.96531,0.096778793,-1.634324902,0.102190648
NVIE_001280,NVIE_RS00625,protein of unknown function,-0.11,2.74E-01,50.46,66.9,5.65,6.06,76G-FAM035140,Thaumi_prot_LH_FAM008432,N,Y,,,,,,,,,,4302.766994,0.087578934,-1.293759399,0.195748541
NVIE_001290,NVIE_RS00630,protein of unknown function,0.11,3.39E-01,23.68,26.85,4.56,4.75,76G-FAM035141,Thaumi_prot_LH_FAM008433,N,Y,,,,,,,,,,912.2356669,0.095374485,1.148769634,0.250650984
NVIE_001300,NVIE_RS00635,hypothetical protein,-1.03,4.76E-09,11.95,29.82,3.55,4.88,76G-FAM009498,Thaumi_prot_LH_FAM003449,N,Y,,,,,,,,,,452.5870536,0.16630797,-6.174397022,6.64E-10
NVIE_0132,NVIE_RS00640,"putative signal transduction response regulator, receiver domain",0.14,2.00E-01,798.9,883.59,9.63,9.79,76G-FAM009999,Thaumi_prot_LH_FAM002724,N,Y,,,,,,,,,,28391.85747,0.095891228,1.4959886,0.134656626
NVIE_001310,NVIE_RS00645,putative thymidylate synthase ThyX,-0.23,8.71E-02,61.75,89.06,5.94,6.47,76G-FAM007499,Thaumi_prot_LH_FAM000161,Y,Y,,,,,,,,,,5199.273241,0.117657955,-1.944704079,0.051810604
NVIE_001320,NVIE_RS00650,hypothetical protein,-0.8,1.47E-05,139.96,294.42,7.06,8.2,76G-FAM010000,Thaumi_prot_LH_FAM003033,N,Y,,,,,,,,,,4025.285492,0.172009081,-4.633324646,3.60E-06
NVIE_001330,NVIE_RS00655,putative archaeal cell division protein CdvA with coiled-coil domain,0.25,1.02E-01,1153.42,1189,10.15,10.21,76G-FAM008447,Thaumi_prot_LH_FAM000163,N,Y,,,,,,,,,,40766.84759,0.131324108,1.869117342,0.061606491
NVIE_001340,NVIE_RS00660,heme-copper oxidase subunit I,0.91,4.28E-09,29.8,19.55,4.88,4.28,76G-FAM001550,Thaumi_prot_LH_FAM001146,N,N,,,,,,,,,,1704.561026,0.147019843,6.19235165,5.93E-10
NVIE_001350,NVIE_RS00665,protein of unknown function,-0.07,5.99E-01,67.26,86.85,6.07,6.44,76G-FAM010001,Thaumi_prot_LH_FAM003490,N,Y,,,,,,,,,,1555.509053,0.110761988,-0.661413719,0.50834703
NVIE_001360,NVIE_RS00670,hypothetical protein,-0.38,7.49E-03,56.73,90.98,5.81,6.51,76G-FAM010002,Thaumi_prot_LH_FAM001491,N,Y,,,,,,,,,,2852.435564,0.128389388,-2.938161949,0.003301645
NVIE_001370,NVIE_RS00675,"glutamate-1-semialdehyde 2,1-aminomutase",-0.57,3.01E-06,305.16,558.54,8.24,9.12,76G-FAM000269_0,Thaumi_prot_LH_FAM000622,Y,N,,,,,,,,,,23842.52524,0.115443918,-4.975350476,6.51E-07
NVIE_001390,NVIE_RS00680,hypothetical protein,-0.41,4.93E-06,415.26,674.99,8.69,9.4,76G-FAM010003,Thaumi_prot_LH_FAM002795,N,Y,,,,,,,,,,7151.651192,0.084174945,-4.871116149,1.11E-06
NVIE_001400,NVIE_RS00685,hypothetical protein,0.06,5.90E-01,157.44,184.95,7.29,7.53,76G-FAM001759,Thaumi_prot_LH_FAM001496,N,N,,,,,,,,,,4765.646831,0.09424213,0.678311477,0.497574223
NVIE_001410,NVIE_RS00690,putative helicase,-0.2,1.30E-01,28.64,40.49,4.84,5.33,76G-FAM009881,Thaumi_prot_LH_FAM002833,N,Y,,,,,,,,,,1876.551394,0.114353889,-1.740311469,0.081804341
NVIE_001420,NVIE_RS00695,DUF367 domain-containing protein,-0.35,5.85E-02,40.07,62.91,5.32,5.93,76G-FAM002657,Thaumi_prot_LH_FAM000655,Y,N,,,,,,,,,,1074.409947,0.163262992,-2.131660132,0.033034797
NVIE_RNA0139656D,NVIE_RS00700,miscellaneous RNA (RNaseP_arch),0.64,1.86E-04,48259.14,38227.52,15.55,15.2,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,521545.93,0.157725423,4.028512896,5.61E-05
NVIE_001430,NVIE_RS00705,protein of unknown function,0.32,6.19E-01,1.43,1.43,0.41,0.4,76G-FAM011539,Thaumi_prot_LH_FAM003491,N,Y,,,,,,,,,,15.10511803,0.509896706,0.624702856,0.532166098
NVIE_001440,NVIE_RS00710,protein of unknown function,-0.94,2.66E-02,1.95,4.5,0.76,2.14,76G-FAM010004,Thaumi_prot_LH_FAM003492,N,Y,,,,,,,,,,41.83945092,0.379295704,-2.46780044,0.013594608
NVIE_0148,NVIE_RS00715,hypothetical protein,-0.16,2.41E-01,98.33,134.95,6.62,7.07,76G-FAM010005,Thaumi_prot_LH_FAM002832,N,Y,,,,,,,,,,1853.879958,0.118077593,-1.379022678,0.167887762
NVIE_001470,NVIE_RS00720,putative NOL1/NOP2/sun family putative RNA methylase,-0.07,5.61E-01,92.86,119.68,6.53,6.9,76G-FAM000366,Thaumi_prot_LH_FAM002831,N,Y,,,,,,,,,,4280.31636,0.101430717,-0.728019473,0.466601666
NVIE_001480,NVIE_RS00725,PUA domain-containing protein,0.16,2.11E-01,30.83,33.74,4.94,5.07,76G-FAM010006,Thaumi_prot_LH_FAM002830,N,Y,,,,,,,,,,874.1315984,0.111939223,1.462432693,0.143622676
NVIE_001500,NVIE_RS00730,protein of unknown function,0.08,4.96E-01,1171.57,1355.99,10.19,10.4,76G-FAM009783,Thaumi_prot_LH_FAM002828,N,Y,,,,,,,,,,56400.79125,0.097403591,0.843830042,0.398764385
NVIE_001510,NVIE_RS00735,LPPG:FO 2-phospho-L-lactate transferase,-0.25,3.29E-02,39.34,57.17,5.29,5.83,76G-FAM000786,Thaumi_prot_LH_FAM000653,Y,N,,,,,,,,,,2209.97913,0.103644072,-2.381505524,0.017242032
NVIE_001520,NVIE_RS00740,2-phospho-L-lactate guanylyltransferase,-0.94,2.99E-10,190.9,448.57,7.55,8.8,76G-FAM002561,Thaumi_prot_LH_FAM000652,N,N,,,,,,,,,,8857.913588,0.14120454,-6.624080013,3.49E-11
NVIE_001530,NVIE_RS00745,protein of unknown function,-0.44,8.53E-02,21.88,35.87,4.35,5.14,76G-FAM010007,Thaumi_prot_LH_FAM002827,N,Y,,,,,,,,,,393.2267606,0.222600444,-1.955243377,0.050554351
NVIE_0156,NVIE_RS00750,hypothetical protein,0.54,1.11E-02,76.3,65,6.2,6,76G-FAM007804,Thaumi_prot_LH_FAM000709,N,Y,,,,,,,,,,1967.115002,0.194368672,2.799471351,0.005118636
NVIE_001540,NVIE_RS00755,DUF2070-domain containing protein,-0.27,4.81E-02,174.95,259.71,7.44,8.01,76G-FAM007392,Thaumi_prot_LH_FAM000708,Y,Y,,,,,,,,,,16160.82798,0.120971239,-2.22181674,0.026295693
NVIE_0158,NVIE_RS00760,protein translocase subunit SecB,-0.27,1.76E-01,44.59,65.9,5.45,6.02,76G-FAM000623,Thaumi_prot_LH_FAM000707,N,N,,,,,,,,,,390.0816018,0.169123555,-1.569338931,0.116568986
NVIE_001550,NVIE_RS00765,hypothetical protein,0.11,5.96E-01,74.86,84.62,6.18,6.38,76G-FAM000591,Thaumi_prot_LH_FAM000648,Y,N,,,,,,,,,,1336.439455,0.165268907,0.666554161,0.505056957
NVIE_001560,NVIE_RS00770,protein translation factor SUI1,-0.15,1.18E-01,737.57,999.27,9.52,9.96,76G-FAM000729,Thaumi_prot_LH_FAM000650,Y,N,,,,,,,,,,11152.21317,0.083202745,-1.792975873,0.072976782
NVIE_001570,NVIE_RS00775,"putative membrane associated signal transduction histidine kinase, with extracellular ligand binding and ATP binding domain",0.42,1.66E-04,194.07,178.68,7.6,7.48,76G-FAM010008,Thaumi_prot_LH_FAM003494,N,Y,,,,,,,,,,15120.42965,0.10403847,4.056518524,4.98E-05
NVIE_001580,NVIE_RS00780,protein of unknown function,0.13,1.96E-01,305.05,339.95,8.25,8.41,76G-FAM010009,Thaumi_prot_LH_FAM002826,N,Y,,,,,,,,,,6101.073335,0.089450051,1.508739229,0.131365436
NVIE_001590,NVIE_RS00785,transcription initiation factor IIB,0.05,7.10E-01,678.77,808.28,9.41,9.65,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,,,,,,,,,28515.39374,0.104173399,0.484523641,0.628014291
NVIE_001610,NVIE_RS00795,hypothetical protein,-0.01,9.51E-01,726.42,892.9,9.5,9.8,76G-FAM010010,Thaumi_prot_LH_FAM002825,N,Y,,,,,,,,,,11277.65963,0.086236643,-0.089927619,0.928344734
NVIE_001620,NVIE_RS00800,ribose-5-phosphate isomerase,-0.07,5.33E-01,170.44,219.5,7.41,7.78,76G-FAM000039,Thaumi_prot_LH_FAM000022,Y,N,,,,,,,,,,5593.575565,0.090172064,-0.776566226,0.437414734
NVIE_001630,NVIE_RS00805,large-conductance mechanosensitive ion channel,-0.16,9.64E-02,135.79,186.56,7.08,7.54,76G-FAM001702,Thaumi_prot_LH_FAM001407,N,N,,,,,,,,,,2617.317551,0.086510918,-1.895874368,0.057976659
NVIE_001640,NVIE_RS00810,putative amidohydrolase family protein,-0.42,9.32E-04,169.66,279.55,7.39,8.12,76G-FAM000121,Thaumi_prot_LH_FAM000021,Y,N,,,,,,,,,,13019.83157,0.118268011,-3.593060354,0.000326817
NVIE_t0030,NVIE_RS00815,tRNA-Ala,-1.2,1.87E-02,4.21,11.58,2.05,3.35,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,23.24284248,0.460648818,-2.606511632,0.009146972
NVIE_001690,NVIE_RS00825,hypothetical protein,0.36,2.06E-01,17.28,16.44,4.09,3.97,76G-FAM010011,Thaumi_prot_LH_FAM003047,N,Y,,,,,,,,,,130.6930269,0.245478195,1.475815145,0.139993524
NVIE_001700,NVIE_RS00830,hypothetical protein,0.8,1.52E-02,14.42,10.09,3.69,3.28,76G-FAM035143,Thaumi_prot_LH_FAM008435,N,Y,,,,,,,,,,159.9217954,0.298565517,2.68679842,0.007214047
NVIE_001720,NVIE_RS00835,protein of unknown function,0.29,2.33E-02,22.79,22.75,4.51,4.51,76G-FAM003540,Thaumi_prot_LH_FAM008436,N,N,,,,,,,,,,398.4494673,0.116195988,2.520111814,0.011731756
NVIE_001730,NVIE_RS00840,putative polysaccharide deacetylase domain containing protein,0.32,1.59E-01,3.36,3.28,1.71,1.71,76G-FAM009718,Thaumi_prot_LH_FAM003495,N,Y,,,,,,,,,,133.7933586,0.193988593,1.631500604,0.102784732
NVIE_001740,NVIE_RS00845,protein of unknown function,0.8,4.65E-09,348.31,246.87,8.43,7.94,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,,,,,,,,,3317.11045,0.129486659,6.178676689,6.46E-10
NVIE_001760,NVIE_RS00855,protein of unknown function,0.33,1.19E-01,15.32,14.78,3.9,3.86,76G-FAM010013,Thaumi_prot_LH_FAM003497,N,Y,,,,,,,,,,289.9282772,0.183708862,1.789018822,0.073611784
NVIE_001780,NVIE_RS00865,putative Patatin-like phospholipase,0.3,1.23E-02,28.15,28.17,4.81,4.81,76G-FAM009177,Thaumi_prot_LH_FAM003498,N,Y,,,,,,,,,,1956.14397,0.107294449,2.765837727,0.005677678
NVIE_001790,NVIE_RS00870,cupin domain-containing protein,0.76,1.77E-06,15.43,11.19,3.94,3.48,76G-FAM002508,Thaumi_prot_LH_FAM002925,N,N,,,,,,,,,,205.7119042,0.148535525,5.084405133,3.69E-07
NVIE_001800,NVIE_RS00875,protein of unknown function,0.27,6.76E-02,99.1,100.44,6.61,6.64,76G-FAM010016,Thaumi_prot_LH_FAM003499,N,Y,,,,,,,,,,1264.587798,0.13115115,2.066072122,0.03882167
NVIE_001810,NVIE_RS00880,protein of unknown function,0.42,1.02E-01,38.29,34.87,5.16,5.09,76G-FAM010017,Thaumi_prot_LH_FAM003500,N,Y,,,,,,,,,,439.4459415,0.227155445,1.864662238,0.062228763
NVIE_001830,NVIE_RS00890,NAD(P)-dependent malic enzyme,0.52,2.46E-05,176.26,151.08,7.46,7.24,76G-FAM000845,Thaumi_prot_LH_FAM001623,N,N,,,,,,,,,,8606.870148,0.115983205,4.51525144,6.32E-06
NVIE_001840,NVIE_RS00895,putative Zn-finger domain containing protein,-0.07,7.98E-01,9.22,11.83,3.16,3.56,76G-FAM009070,Thaumi_prot_LH_FAM000266,N,Y,,,,,,,,,,127.4418634,0.205414049,-0.345075546,0.730037577
NVIE_001850,NVIE_RS00900,exported protein of unknown function,4.69,9.23E-37,1318.19,63.07,10.32,5.85,76G-FAM010019,Thaumi_prot_LH_FAM003501,N,Y,,,,,,,,,,26080.93434,0.361595289,12.97822302,1.63E-38
NVIE_001860,NVIE_RS00905,''Winged helix'' DNA-binding domain containing protein,0.93,4.56E-07,38.01,24.61,5.23,4.6,76G-FAM010020,Thaumi_prot_LH_FAM003502,N,Y,,,,,,,,,,406.9498636,0.174017683,5.353075565,8.65E-08
NVIE_001870,NVIE_RS00910,exported protein of unknown function,-0.17,3.33E-01,20.82,28.69,4.36,4.83,76G-FAM010021,Thaumi_prot_LH_FAM003503,N,Y,,,,,,,,,,233.8980884,0.150256333,-1.159635111,0.246197399
NVIE_001890,NVIE_RS00920,protein of unknown function,1.31,6.12E-13,52.55,26.22,5.68,4.71,76G-FAM010022,Thaumi_prot_LH_FAM002622,N,Y,,,,,,,,,,852.0879576,0.174250619,7.523768439,5.32E-14
NVIE_001900,NVIE_RS00925,putative Zinc/iron permease,1.51,2.08E-22,32.53,14.08,5,3.81,76G-FAM010023,Thaumi_prot_LH_FAM003504,N,Y,,,,,,,,,,785.7854235,0.149525885,10.07486904,7.14E-24
NVIE_001910,NVIE_RS00930,zinc-binding CMP/dCMP deaminase,-0.25,7.66E-02,19.79,28.92,4.3,4.85,76G-FAM010024,Thaumi_prot_LH_FAM002566,N,Y,,,,,,,,,,1275.53681,0.125373119,-2.008576405,0.044582076
NVIE_001920,NVIE_RS00935,protein of unknown function,-0.45,6.94E-06,207.18,349.11,7.69,8.44,76G-FAM009784,Thaumi_prot_LH_FAM003200,N,Y,,,,,,,,,,7004.542224,0.094620826,-4.796691946,1.61E-06
NVIE_001930,NVIE_RS00940,Putative sensor protein,-0.44,1.56E-04,100.2,167.74,6.64,7.39,76G-FAM010025,Thaumi_prot_LH_FAM003505,N,Y,,,,,,,,,,5384.469456,0.108972129,-4.073089018,4.64E-05
NVIE_001950,NVIE_RS00950,putative sensor protein,-0.37,2.23E-03,79.3,124.8,6.3,6.96,76G-FAM010026,Thaumi_prot_LH_FAM003506,N,Y,,,,,,,,,,3542.552903,0.109520116,-3.336911921,0.000847148
NVIE_001960,NVIE_RS00955,"Acetyltransferase, GNAT family",0.66,1.19E-07,30.61,23.65,4.92,4.56,76G-FAM010027,Thaumi_prot_LH_FAM003507,N,Y,,,,,,,,,,969.2387996,0.118006936,5.60543413,2.08E-08
NVIE_001970,NVIE_RS00960,putative Purine phosphoribosyltransferase (GpT-2),-0.26,1.11E-01,49.72,72.76,5.62,6.18,76G-FAM010028,Thaumi_prot_LH_FAM003508,N,Y,,,,,,,,,,1130.21302,0.141748513,-1.822990905,0.068304768
NVIE_001990,NVIE_RS00965,protein of unknown function,-0.36,3.89E-03,73.15,114.73,6.18,6.84,76G-FAM010030,Thaumi_prot_LH_FAM002647,N,Y,,,,,,,,,,849.9029644,0.114319267,-3.158732266,0.00158457
NVIE_002000,NVIE_RS00970,conserved protein of unknown function,-0.43,2.12E-03,111.4,182.82,6.78,7.51,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,2344.130057,0.127128434,-3.353632726,0.000797582
NVIE_002010,NVIE_RS00975,hypothetical protein,0.97,3.61E-12,352.76,222.52,8.45,7.79,76G-FAM007756,Thaumi_prot_LH_FAM002821,N,Y,,,,,,,,,,5366.711607,0.133081469,7.278947276,3.36E-13
NVIE_002020,NVIE_RS00980,putative hemerythrin HHE cation binding domain protein,-0.34,2.23E-03,105.97,164.13,6.72,7.35,76G-FAM000587,Thaumi_prot_LH_FAM000988,N,Y,,,,,,,,,,3128.533871,0.102703847,-3.337866686,0.000844242
NVIE_002030,NVIE_RS00985,hypothetical protein,-0.39,8.14E-04,89.33,143.26,6.47,7.15,76G-FAM010031,Thaumi_prot_LH_FAM002820,N,Y,,,,,,,,,,1982.670163,0.106751734,-3.630512103,0.000282859
NVIE_002040,NVIE_RS00990,protein of unknown function,0.04,8.14E-01,312.82,374.1,8.28,8.52,76G-FAM010032,Thaumi_prot_LH_FAM002819,N,Y,,,,,,,,,,6709.278084,0.126512088,0.313638338,0.753795738
NVIE_002050,NVIE_RS00995,acetylornithine aminotransferase,0.48,2.42E-03,100.74,89.33,6.64,6.46,76G-FAM000341_0,Thaumi_prot_LH_FAM001300,N,N,,,,,,,,,,4985.275285,0.144472531,3.311983923,0.000926369
NVIE_002060,NVIE_RS01000,putative acyl-CoA dehydrogenase,0.69,1.29E-09,46.88,35.62,5.54,5.15,76G-FAM002448,Thaumi_prot_LH_FAM001299,N,N,,,,,,,,,,2296.452328,0.108661188,6.391643953,1.64E-10
NVIE_002070,NVIE_RS01005,protein of unknown function,0.03,8.51E-01,45.78,54.66,5.49,5.76,76G-FAM008642,Thaumi_prot_LH_FAM001396,N,Y,,,,,,,,,,935.4318802,0.132894391,0.255559493,0.798291
NVIE_002090,NVIE_RS01015,protein of unknown function,0.96,9.72E-03,6.21,3.9,2.55,1.84,#N/A,Thaumi_prot_LH_FAM008438,#N/A,#N/A,,,,,,,,,,69.79721742,0.33551089,2.847754113,0.004402893
NVIE_002120,NVIE_RS01030,protein of unknown function,-0.43,4.50E-02,4.83,7.93,2.23,2.98,76G-FAM035146,Thaumi_prot_LH_FAM008440,N,Y,,,,,,,,,,164.3594807,0.189918612,-2.249984341,0.024449939
NVIE_002130,NVIE_RS01035,hypothetical protein,0.21,2.08E-01,174.72,186.31,7.43,7.54,76G-FAM007516,Thaumi_prot_LH_FAM000703,N,Y,,,,,,,,,,2768.65365,0.140098479,1.470138855,0.141524151
NVIE_002140,NVIE_RS01040,protein of unknown function,0.25,1.01E-01,62.68,64.12,5.95,6,76G-FAM010033,Thaumi_prot_LH_FAM003510,N,Y,,,,,,,,,,480.1286911,0.135463481,1.871017424,0.061342666
NVIE_002170,NVIE_RS01055,putative peptidyl-prolyl cis-trans isomerase,-0.15,2.17E-01,302.04,414.36,8.23,8.69,76G-FAM002340,Thaumi_prot_LH_FAM000797,N,N,,,,,,,,,,7301.68233,0.107177491,-1.442426526,0.149182085
NVIE_002180,NVIE_RS01060,"putative transcriptional regulator, TetR family (modular protein)",0,9.96E-01,504.98,620.04,8.9,9.27,76G-FAM009649,Thaumi_prot_LH_FAM002811,N,Y,,,,,,,,,,18622.83258,0.19973167,0.006915404,0.99448235
NVIE_0219,NVIE_RS01065,hypothetical protein,0.27,5.52E-02,20.69,21,4.37,4.39,76G-FAM008737,Thaumi_prot_LH_FAM001877,N,Y,,,,,,,,,,563.3453189,0.123621479,2.158567029,0.030883773
NVIE_002190,NVIE_RS01070,ribonuclease H,0.1,5.16E-01,110.7,127.13,6.79,6.98,76G-FAM000501,Thaumi_prot_LH_FAM002810,N,N,,,,,,,,,,2372.148461,0.118002538,0.808349073,0.41888966
NVIE_0221,NVIE_RS01075,protein of unknown function,1.2,4.15E-05,14.67,7.68,3.79,2.91,76G-FAM009691,Thaumi_prot_LH_FAM003067,N,Y,,,,,,,,,,103.3749585,0.273850821,4.395689761,1.10E-05
NVIE_002210,NVIE_RS01080,protein of unknown function DUF541,0.48,5.73E-04,32.49,28.56,5.01,4.83,76G-FAM000289,Thaumi_prot_LH_FAM000607,N,Y,,,,,,,,,,1075.891457,0.127581893,3.72603924,0.000194512
NVIE_002220,NVIE_RS01085,Beta propeller domain containing protein,-0.41,2.39E-03,135.36,221.65,7.07,7.79,76G-FAM005116,Thaumi_prot_LH_FAM001883,N,Y,,,,,,,,,,16987.97356,0.124876436,-3.317021436,0.000909826
NVIE_002230,NVIE_RS01090,protein of unknown function,1.26,1.24E-14,20.62,10.6,4.34,3.4,76G-FAM010037,Thaumi_prot_LH_FAM003511,N,Y,,,,,,,,,,815.4110521,0.156480096,8.04048704,8.95E-16
NVIE_002240,NVIE_RS01095,protein of unknown function,0.09,6.47E-01,348.1,398.43,8.39,8.63,76G-FAM010038,Thaumi_prot_LH_FAM003512,N,Y,,,,,,,,,,6591.447024,0.157264187,0.581381788,0.560983169
NVIE_002250,NVIE_RS01100,putative cupredoxin,-0.47,2.32E-04,1144.42,1949.54,10.14,10.93,76G-FAM009749,Thaumi_prot_LH_FAM003513,N,Y,,,,,,,,,,43371.82421,0.119404336,-3.970770455,7.16E-05
NVIE_002270,NVIE_RS01105,protein of unknown function,-0.3,5.78E-02,143.03,214.66,7.14,7.74,76G-FAM010040,Thaumi_prot_LH_FAM003514,N,Y,,,,,,,,,,1400.2765,0.140841714,-2.137373428,0.032567631
NVIE_0230,NVIE_RS01110,hypothetical protein,-0.09,5.59E-01,87.65,114.47,6.44,6.83,76G-FAM010041,Thaumi_prot_LH_FAM002837,N,Y,,,,,,,,,,1418.322338,0.125784069,-0.731713845,0.464343244
NVIE_002280,NVIE_RS01115,protein of unknown function,-1.45,8.36E-21,17.54,58.7,4.13,5.87,76G-FAM010042,Thaumi_prot_LH_FAM003515,N,Y,,,,,,,,,,348.0201916,0.149497909,-9.687181972,3.42E-22
NVIE_002290,NVIE_RS01120,protein of unknown function,0.28,1.71E-02,13.11,13.21,3.71,3.72,76G-FAM010043,Thaumi_prot_LH_FAM003516,N,Y,,,,,,,,,,718.4664104,0.107178973,2.642296754,0.008234587
NVIE_002300,NVIE_RS01125,putative DNA methylase,-0.51,4.53E-06,61.09,107.13,5.92,6.74,76G-FAM002861,Thaumi_prot_LH_FAM002838,N,N,,,,,,,,,,3254.566471,0.104995412,-4.888744575,1.01E-06
NVIE_002310,NVIE_RS01130,hypothetical protein,0.24,1.25E-02,372.02,386.99,8.54,8.59,76G-FAM010044,Thaumi_prot_LH_FAM001490,N,Y,,,,,,,,,,5243.855211,0.086730395,2.760742163,0.005767019
NVIE_002320,NVIE_RS01135,protein of unknown function,-0.08,5.33E-01,173.97,226.05,7.44,7.82,76G-FAM010045,Thaumi_prot_LH_FAM002839,N,Y,,,,,,,,,,2783.130098,0.109321189,-0.776968837,0.437177156
NVIE_002330,NVIE_RS01140,ammonia monooxygenase subunit C,-0.53,9.38E-04,21.54,38.09,4.41,5.24,76G-FAM007583,Thaumi_prot_LH_FAM000259,N,Y,,,,,,,,,,689.5705981,0.146414986,-3.591147216,0.000329226
NVIE_002340,NVIE_RS01145,"carbohydrate kinase, YjeF-like protein",-0.54,4.16E-08,198.25,352.67,7.63,8.46,76G-FAM002571,Thaumi_prot_LH_FAM000889,Y,N,,,,,,,,,,7931.088101,0.092541104,-5.797975437,6.71E-09
NVIE_002350,NVIE_RS01150,putative hydroxyacylglutathione hydrolase,-0.29,1.08E-02,151.79,227.34,7.24,7.83,76G-FAM000951,Thaumi_prot_LH_FAM000888,N,N,,,,,,,,,,4923.385935,0.103141281,-2.811099603,0.00493725
NVIE_002360,NVIE_RS01155,putative UPF0284 protein,-0.2,1.50E-01,134.17,190.28,7.06,7.55,76G-FAM005053,Thaumi_prot_LH_FAM000887,Y,Y,,,,,,,,,,7526.830504,0.122448562,-1.663024476,0.096307536
NVIE_002370,NVIE_RS01160,hypothetical protein,0.24,2.43E-02,244.25,252.32,7.92,7.98,76G-FAM010046,Thaumi_prot_LH_FAM002840,N,Y,,,,,,,,,,3831.748394,0.097471751,2.50511098,0.012241298
NVIE_002380,NVIE_RS01165,putative 3-methyladenine DNA glycosylase,0.06,8.10E-01,12.28,14.47,3.61,3.79,76G-FAM000313,Thaumi_prot_LH_FAM000391,N,N,,,,,,,,,,339.8290243,0.198123939,0.325043419,0.745148211
NVIE_002390,NVIE_RS01170,putative uracil DNA glycosylase superfamily protein,-0.17,1.65E-01,119.08,165.62,6.89,7.36,76G-FAM000950_0,Thaumi_prot_LH_FAM000390,Y,N,,,,,,,,,,3615.535073,0.108483877,-1.609301537,0.107550423
NVIE_002400,NVIE_RS01175,protein of unknown function,-0.4,1.87E-03,57.9,93.24,5.84,6.54,76G-FAM010047,Thaumi_prot_LH_FAM002841,N,Y,,,,,,,,,,811.4511109,0.116505483,-3.390984997,0.000696419
NVIE_002410,NVIE_RS01180,hypothetical protein,0,9.74E-01,218.82,267.8,7.77,8.06,76G-FAM007511,Thaumi_prot_LH_FAM000109,N,Y,,,,,,,,,,10103.74852,0.105367764,0.042963983,0.965730245
NVIE_002420,NVIE_RS01185,ammonium transporter,0.69,1.27E-07,493.54,379.33,8.94,8.56,76G-FAM001711,Thaumi_prot_LH_FAM000351,Y,N,,,,,,,,,,28283.89064,0.122620056,5.594632396,2.21E-08
NVIE_002430,NVIE_RS01190,hypothetical protein,-0.11,5.10E-01,142.95,189.48,7.16,7.55,76G-FAM002488,Thaumi_prot_LH_FAM001776,N,N,,,,,,,,,,1293.169953,0.135706891,-0.820291505,0.412049948
NVIE_002440,NVIE_RS01195,putative Na+(Li+)/H+ antiporter,0.65,2.36E-07,166.98,130.49,7.37,7.03,76G-FAM008218,Thaumi_prot_LH_FAM000602,N,Y,,,,,,,,,,7446.150083,0.119178148,5.476373064,4.34E-08
NVIE_002460,NVIE_RS01200,8-oxoguanine DNA glycosylase,-0.12,3.57E-01,62.86,84.01,5.96,6.39,76G-FAM002456,Thaumi_prot_LH_FAM000916,Y,N,,,,,,,,,,2674.48429,0.111883223,-1.108090971,0.26782253
NVIE_002480,NVIE_RS01205,protein of unknown function,-0.28,3.44E-01,4.15,6.25,2.02,2.62,76G-FAM009759,Thaumi_prot_LH_FAM003517,N,Y,,,,,,,,,,81.51536391,0.246223654,-1.13471194,0.256496033
NVIE_002490,NVIE_RS01210,hypothetical protein,-0.14,2.75E-01,203.32,273.71,7.65,8.1,76G-FAM007444,Thaumi_prot_LH_FAM000719,N,Y,,,,,,,,,,3123.803383,0.11090859,-1.29154353,0.196515271
NVIE_002500,NVIE_RS01215,putative alpha/beta hydrolase fold protein,-0.12,4.96E-01,220.5,295.27,7.77,8.19,76G-FAM003384,Thaumi_prot_LH_FAM000718,N,N,,,,,,,,,,8915.133175,0.140459523,-0.844707631,0.398274098
NVIE_002510,NVIE_RS01220,protein of unknown function,0.52,9.17E-04,70.72,60.46,6.12,5.91,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,,,,,,,,,861.2447659,0.143993309,3.597638033,0.00032112
NVIE_002520,NVIE_RS01225,protein of unknown function,0.55,1.16E-03,54.79,45.45,5.75,5.49,76G-FAM009794,Thaumi_prot_LH_FAM003192,N,Y,,,,,,,,,,395.9923835,0.156398773,3.529914559,0.000415694
