Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains
NFRAN_RS00705,NFRAN_0173,NAD(P)-dependent oxidoreductase,-0.6,4.42E-03,6.34,13.87,2.6,3.77,76G-FAM000004_0,Thaumi_prot_LH_FAM000555,N,N,,
NFRAN_RS00710,NFRAN_0175,glycosyltransferase family 4 protein,-0.57,5.35E-04,10.43,22.75,3.36,4.5,76G-FAM010899,Thaumi_prot_LH_FAM004476,N,Y,,
NFRAN_RS00715,NFRAN_0176,glycosyltransferase family 4 protein,0.04,8.19E-01,27.74,39.85,4.79,5.31,76G-FAM010898,Thaumi_prot_LH_FAM004475,N,Y,,
NFRAN_RS00720,NFRAN_0177,hypothetical protein,-0.79,1.10E-09,117.73,299.19,6.86,8.22,76G-FAM035500,Thaumi_prot_LH_FAM013070,N,Y,,
NFRAN_RS00725,NFRAN_0178,transposase,-0.62,1.52E-01,2.07,4.62,0.93,2.16,76G-FAM004291,Thaumi_prot_LH_FAM004266,N,N,,
NFRAN_RS00730,NFRAN_0179,transposase,-0.2,8.41E-01,0.69,1.2,#NUM!,0.21,76G-FAM010661,Thaumi_prot_LH_FAM005650,N,Y,,
NFRAN_RS00735,NFRAN_0180,hypothetical protein,-0.19,4.78E-01,3.6,5.97,1.78,2.57,76G-FAM035501,Thaumi_prot_LH_FAM013071,N,Y,,
NFRAN_RS00740,NFRAN_0181,hypothetical protein,-0.4,2.30E-02,7.98,15.65,2.98,3.96,76G-FAM035502,Thaumi_prot_LH_FAM013072,N,Y,,
NFRAN_RS00745,NFRAN_0182,hypothetical protein,-0.19,4.76E-01,30.34,50.63,4.87,5.63,76G-FAM035503,Thaumi_prot_LH_FAM013073,N,Y,,
NFRAN_RS00750,NFRAN_0183,glycosyltransferase family 4 protein,-0.52,8.86E-04,40.72,86.07,5.32,6.43,76G-FAM010901,Thaumi_prot_LH_FAM004478,N,Y,,
NFRAN_RS00755,NFRAN_0184,hypothetical protein,0.68,7.40E-01,0.35,0.33,#NUM!,#NUM!,76G-FAM035504,Thaumi_prot_LH_FAM013074,N,Y,,
NFRAN_RS00760,NFRAN_0186,hypothetical protein,-0.73,2.69E-02,5.6,13.65,2.31,3.76,76G-FAM035505,Thaumi_prot_LH_FAM013075,N,Y,,
NFRAN_RS00765,NFRAN_0187,PQQ-dependent sugar dehydrogenase,-0.09,4.13E-01,154.45,241.14,7.25,7.91,76G-FAM008430,Thaumi_prot_LH_FAM001362,N,Y,,
NFRAN_RS00770,NFRAN_0189,glycosyltransferase family 2 protein,0.64,4.77E-08,631.11,603.07,9.3,9.23,76G-FAM002432,Thaumi_prot_LH_FAM001231,N,N,,
NFRAN_RS00775,NFRAN_0190,"GDP-mannose 4,6-dehydratase",-0.73,2.06E-07,123.41,298.91,6.91,8.22,76G-FAM000004_0,Thaumi_prot_LH_FAM000555,N,N,,
NFRAN_RS00780,NFRAN_0192,oligosaccharide flippase family protein,-0.31,1.57E-03,32.5,59.22,5.01,5.88,76G-FAM010902,Thaumi_prot_LH_FAM004479,N,Y,,
NFRAN_RS00785,NFRAN_0193,hypothetical protein,0.51,4.24E-07,1277.28,1322.34,10.31,10.37,76G-FAM035506,Thaumi_prot_LH_FAM004480,N,Y,,
NFRAN_RS00790,NFRAN_0194,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),-0.41,1.78E-03,58.38,113.49,5.84,6.82,76G-FAM002431,Thaumi_prot_LH_FAM000550,N,N,,
NFRAN_RS00795,NFRAN_0195,hypothetical protein,-0.03,8.92E-01,3214.29,4802.5,11.6,12.22,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS00800,NFRAN_0196,hypothetical protein,-0.19,1.78E-01,42.47,71.32,5.4,6.15,76G-FAM000144,Thaumi_prot_LH_FAM002026,N,N,,
NFRAN_RS00805,NFRAN_0197,SIMPL domain-containing protein,0.06,7.78E-01,15.9,22.3,3.95,4.48,76G-FAM010903,Thaumi_prot_LH_FAM004481,N,Y,,
NFRAN_RS00810,NFRAN_0199,Trm112 family protein,0.25,1.68E-01,37.44,45.95,5.19,5.52,76G-FAM000246,Thaumi_prot_LH_FAM000958,Y,N,,
NFRAN_RS00815,NFRAN_0200,hypothetical protein,0.22,2.11E-01,92.62,115.6,6.49,6.85,76G-FAM010904,Thaumi_prot_LH_FAM004482,N,Y,,
NFRAN_RS00820,NFRAN_0201,HAMP domain-containing sensor histidine kinase,0.16,1.37E-01,90.99,120.46,6.5,6.91,76G-FAM003578_0,Thaumi_prot_LH_FAM001699,N,N,,
NFRAN_RS00825,NFRAN_0204,S8 family peptidase,0.22,6.08E-02,130.41,164.08,7.01,7.35,76G-FAM010557,Thaumi_prot_LH_FAM004157,N,Y,,
NFRAN_RS00830,NFRAN_0206,hypothetical protein,0.3,1.71E-01,2389.15,2815.55,11.13,11.45,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS00835,NFRAN_0208,hypothetical protein,0.46,8.72E-03,24.09,25.61,4.57,4.66,76G-FAM035507,Thaumi_prot_LH_FAM013076,N,Y,,
NFRAN_RS00840,NFRAN_0209,Ig-like domain-containing protein,0.39,1.09E-02,206.21,232.14,7.68,7.84,76G-FAM010906,Thaumi_prot_LH_FAM004484,N,Y,,
NFRAN_RS00845,NFRAN_0210,hypothetical protein,-1.09,1.62E-02,4.18,12.94,1.87,3.64,76G-FAM035508,Thaumi_prot_LH_FAM013077,N,Y,,
NFRAN_RS00850,NFRAN_0211,PIG-L family deacetylase,-0.18,1.55E-01,38.23,63.88,5.25,6,76G-FAM003587,Thaumi_prot_LH_FAM001676,N,N,,
NFRAN_RS00855,NFRAN_0213,hypothetical protein,-0.33,4.03E-02,21.51,39.95,4.4,5.32,76G-FAM011183,Thaumi_prot_LH_FAM004889,N,Y,,
NFRAN_RS00860,NFRAN_0214,response regulator,0.62,2.25E-04,80.53,76.27,6.29,6.24,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,
NFRAN_RS00865,NFRAN_0215,hypothetical protein,0.19,2.55E-01,3160.55,4006.13,11.57,11.96,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS00870,NFRAN_0217,hypothetical protein,0.01,9.32E-01,240.67,347.93,7.88,8.44,76G-FAM010907,Thaumi_prot_LH_FAM004485,N,Y,,
NFRAN_RS00875,NFRAN_0219,isochorismatase family cysteine hydrolase,-0.38,2.31E-02,55.01,104.18,5.73,6.7,76G-FAM009697,Thaumi_prot_LH_FAM002770,N,Y,,
NFRAN_RS00880,NFRAN_0220,hypothetical protein,0.11,3.92E-01,499.31,675.25,8.94,9.39,76G-FAM010908,Thaumi_prot_LH_FAM004486,N,Y,,
NFRAN_RS00885,NFRAN_0221,potassium transporter TrkG,-0.38,2.13E-03,30.13,57.42,4.9,5.84,76G-FAM008337,Thaumi_prot_LH_FAM000493,N,Y,,
NFRAN_RS00890,NFRAN_0223,PepSY domain-containing protein,1.24,6.39E-14,646.49,405.27,9.3,8.66,76G-FAM010909,Thaumi_prot_LH_FAM004487,N,Y,,
NFRAN_RS00895,NFRAN_0224,hypothetical protein,0.88,1.18E-04,36.32,28.93,5.11,4.84,76G-FAM010910,Thaumi_prot_LH_FAM004488,N,Y,,
NFRAN_RS00900,NFRAN_0225,hypothetical protein,0.04,8.52E-01,20.94,29.83,4.38,4.88,76G-FAM010911,Thaumi_prot_LH_FAM004489,N,Y,,
NFRAN_RS00905,NFRAN_0226,M20/M25/M40 family metallo-hydrolase,-0.01,9.34E-01,144.35,212.96,7.16,7.73,76G-FAM001384,Thaumi_prot_LH_FAM000154,N,N,,
NFRAN_RS00910,NFRAN_0227,hypothetical protein,-0.23,1.01E-01,47.3,81.02,5.53,6.33,76G-FAM009912,Thaumi_prot_LH_FAM003102,N,Y,,
NFRAN_RS14080,NFRAN_0228,hypothetical protein,-0.4,4.83E-03,31.13,59.88,4.94,5.9,#N/A,Thaumi_prot_LH_FAM004490,#N/A,#N/A,,
NFRAN_RS00920,NFRAN_0229,hypothetical protein,-0.33,1.05E-02,102.27,186.61,6.64,7.54,76G-FAM035509,Thaumi_prot_LH_FAM013078,N,Y,,
NFRAN_RS00925,NFRAN_0230,COX15/CtaA family protein,-0.45,5.70E-05,83.98,168.8,6.38,7.39,76G-FAM001553,Thaumi_prot_LH_FAM001148,Y,N,,
NFRAN_RS00930,NFRAN_0231,NAD(P)/FAD-dependent oxidoreductase,-0.03,8.51E-01,92.73,141.26,6.52,7.14,76G-FAM000913,Thaumi_prot_LH_FAM000167,Y,N,,
NFRAN_RS00935,NFRAN_0232,hypothetical protein,0.78,1.03E-04,118.62,103.48,6.87,6.67,76G-FAM009967,Thaumi_prot_LH_FAM003055,N,Y,,
NFRAN_RS00940,NFRAN_0233,hypothetical protein,0.12,5.15E-01,27.1,37.05,4.76,5.2,76G-FAM010914,Thaumi_prot_LH_FAM004492,N,Y,,
NFRAN_RS00945,NFRAN_0234,class I tRNA ligase family protein,-0.01,9.55E-01,79.39,117.69,6.3,6.88,76G-FAM000888,Thaumi_prot_LH_FAM000675,N,N,,
NFRAN_RS00950,0,hypothetical protein,-0.26,3.24E-02,51.61,89.62,5.66,6.48,76G-FAM007388,Thaumi_prot_LH_FAM004493,N,Y,,
NFRAN_RS00955,NFRAN_0235,elongation factor EF-2,-0.42,2.93E-03,523.31,1027.11,9,10,76G-FAM000091,Thaumi_prot_LH_FAM000496,N,N,,
NFRAN_RS00960,NFRAN_0236,MqnA/MqnD/SBP family protein,-0.2,2.39E-01,45.18,76.02,5.47,6.24,76G-FAM004893,Thaumi_prot_LH_FAM000498,N,N,,
NFRAN_RS00965,NFRAN_0237,radical SAM protein,0.51,9.05E-06,175.56,180.8,7.44,7.49,76G-FAM004894_0,Thaumi_prot_LH_FAM000117,Y,N,,
NFRAN_RS00970,NFRAN_0239,cyclic dehypoxanthinyl futalosine synthase,-0.35,9.27E-03,115.63,213.58,6.81,7.73,76G-FAM004894_0,Thaumi_prot_LH_FAM000117,Y,N,,
NFRAN_RS00975,NFRAN_0240,hydroxymethylglutaryl-CoA synthase,0.37,6.88E-05,933.96,1062.1,9.86,10.05,76G-FAM003641,Thaumi_prot_LH_FAM000538,Y,N,,
NFRAN_RS00980,NFRAN_0241,threonine ammonia-lyase,-0.71,3.93E-08,115.41,275.87,6.82,8.1,76G-FAM001036,Thaumi_prot_LH_FAM000455,N,N,,
NFRAN_RS00985,NFRAN_0243,hypothetical protein,-0.41,5.37E-03,28.39,55.27,4.8,5.78,76G-FAM010915,Thaumi_prot_LH_FAM004494,N,Y,,
NFRAN_RS00990,NFRAN_0244,Lrp/AsnC ligand binding domain-containing protein,0.13,3.30E-01,416.99,567.45,8.7,9.15,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,
NFRAN_RS00995,NFRAN_0245,hypothetical protein,-0.14,4.59E-01,164.84,269.34,7.36,8.05,76G-FAM009958,Thaumi_prot_LH_FAM003131,N,Y,,
NFRAN_RS01000,0,tRNA-Phe,-0.59,1.28E-03,216.53,481.14,7.71,8.91,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS01005,NFRAN_0246,hypothetical protein,-0.07,7.33E-01,377.23,577.47,8.52,9.15,76G-FAM010916,Thaumi_prot_LH_FAM002627,N,Y,,
NFRAN_RS01010,NFRAN_0247,"cob(I)yrinic acid a,c-diamide adenosyltransferase",0.08,4.19E-01,370.66,512.67,8.52,9,76G-FAM000807,Thaumi_prot_LH_FAM000136,N,N,,
NFRAN_RS01015,NFRAN_0248,hypothetical protein,0.69,1.09E-02,10.24,9.26,3.27,3.18,76G-FAM004868,Thaumi_prot_LH_FAM002356,N,N,,
NFRAN_RS01020,NFRAN_0249,class I SAM-dependent methyltransferase,0.54,2.10E-05,45.6,45.99,5.49,5.52,76G-FAM007694,Thaumi_prot_LH_FAM002357,N,Y,,
NFRAN_RS01025,NFRAN_0250,HD domain-containing protein,-0.24,5.35E-02,49.98,85.87,5.62,6.42,76G-FAM000585,Thaumi_prot_LH_FAM000138,N,N,,
NFRAN_RS01030,NFRAN_0251,hypothetical protein,0.37,1.07E-02,137.04,157.32,7.09,7.3,76G-FAM001126,Thaumi_prot_LH_FAM000139,Y,N,,
NFRAN_RS01035,NFRAN_0252,TIGR00300 family protein,0.22,2.99E-02,157.23,197.21,7.28,7.62,76G-FAM002129,Thaumi_prot_LH_FAM001510,N,N,,
NFRAN_RS01040,NFRAN_0253,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,-0.4,3.62E-05,89.28,172.38,6.47,7.43,76G-FAM002931,Thaumi_prot_LH_FAM000140,N,N,,
NFRAN_RS01045,NFRAN_0255,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,-0.6,6.53E-07,239.68,534.04,7.88,9.06,76G-FAM000628,Thaumi_prot_LH_FAM000141,N,N,,
NFRAN_RS01050,NFRAN_0256,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,-0.5,1.33E-04,159.32,327.4,7.29,8.35,76G-FAM002930,Thaumi_prot_LH_FAM004496,N,N,,
NFRAN_RS01055,NFRAN_0257,aspartate--tRNA(Asn) ligase,-0.43,9.69E-05,150.85,297.84,7.22,8.22,76G-FAM000816_0,Thaumi_prot_LH_FAM000143,Y,N,,
NFRAN_RS01060,NFRAN_0261,thioredoxin,1.24,2.63E-16,2642.68,1648.7,11.34,10.69,76G-FAM000983_0,Thaumi_prot_LH_FAM000017,Y,N,,
NFRAN_RS01065,NFRAN_0262,alanine--tRNA ligase,0.3,1.18E-02,156.82,187.44,7.28,7.55,76G-FAM000638,Thaumi_prot_LH_FAM000674,Y,N,,
NFRAN_RS01070,NFRAN_0263,formate--phosphoribosylaminoimidazolecarboxamide ligase family protein,-0.19,6.50E-02,44.9,74.82,5.48,6.22,76G-FAM000396_0,Thaumi_prot_LH_FAM000144,Y,N,,
NFRAN_RS01075,NFRAN_0264,twin-arginine translocase TatA/TatE family subunit,0.04,8.55E-01,45.75,65.1,5.5,6,76G-FAM000565_0,Thaumi_prot_LH_FAM000104,Y,N,,
NFRAN_RS01080,NFRAN_0265,hypothetical protein,0.58,8.02E-06,345.38,344.73,8.43,8.43,76G-FAM001126,Thaumi_prot_LH_FAM000139,Y,N,,
NFRAN_RS01085,NFRAN_0266,UMP kinase,-0.37,2.33E-02,92.5,176.95,6.52,7.46,76G-FAM000034,Thaumi_prot_LH_FAM000847,Y,N,,
NFRAN_RS01090,NFRAN_0267,HD domain-containing protein,-0.04,7.79E-01,21.44,32.17,4.4,5,76G-FAM000045,Thaumi_prot_LH_FAM000846,Y,N,,
NFRAN_RS01095,NFRAN_0268,dTMP kinase,0.05,7.55E-01,45.71,65.09,5.51,6.02,76G-FAM000129_0,Thaumi_prot_LH_FAM000845,N,N,,
NFRAN_RS01100,NFRAN_0269,hypothetical protein,-0.12,5.32E-01,33.39,53.24,5.02,5.73,76G-FAM008477,Thaumi_prot_LH_FAM003119,N,Y,,
NFRAN_RS01105,NFRAN_0270,hypothetical protein,0.2,4.94E-01,5.48,6.97,2.43,2.75,76G-FAM010920,Thaumi_prot_LH_FAM004497,N,Y,,
NFRAN_RS01110,NFRAN_0271,aminotransferase class V-fold PLP-dependent enzyme,0.67,1.49E-07,50.67,46.91,5.65,5.55,76G-FAM000890_0,Thaumi_prot_LH_FAM000171,Y,N,,
NFRAN_RS01115,NFRAN_0274,hypothetical protein,-0.06,8.99E-01,4.18,6.33,2.01,2.59,76G-FAM035510,Thaumi_prot_LH_FAM013079,N,Y,,
NFRAN_RS01120,NFRAN_0275,VTT domain-containing protein,-0.33,7.99E-02,12.77,23.38,3.64,4.54,76G-FAM000250,Thaumi_prot_LH_FAM000392,N,N,,
NFRAN_RS01125,NFRAN_0276,hypothetical protein,-0.56,2.25E-03,26.95,57.46,4.69,5.84,76G-FAM003896,Thaumi_prot_LH_FAM002088,N,N,,
NFRAN_RS01130,NFRAN_0277,winged helix-turn-helix transcriptional regulator,-0.19,2.60E-01,49.92,84.35,5.64,6.38,76G-FAM008559,Thaumi_prot_LH_FAM002620,N,Y,,
NFRAN_RS01135,NFRAN_0278,hypothetical protein,1.13,5.20E-04,11.71,7.99,3.51,2.95,76G-FAM010741,Thaumi_prot_LH_FAM004322,N,Y,,
NFRAN_RS01140,NFRAN_0279,hypothetical protein,0.35,5.37E-01,3.79,4.57,1.69,2.16,76G-FAM011072,Thaumi_prot_LH_FAM002512,N,Y,,
NFRAN_RS01145,NFRAN_0280,Lrp/AsnC ligand binding domain-containing protein,0.74,4.16E-04,150.08,136.03,7.21,7.08,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,
NFRAN_RS01150,NFRAN_TRNA3,tRNA-Ser,NA,NA,0,0,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS01155,NFRAN_0281,site-specific integrase,0.81,4.51E-11,58.49,49.21,5.86,5.61,76G-FAM011193,Thaumi_prot_LH_FAM002640,N,Y,,
NFRAN_RS01160,NFRAN_0282,hypothetical protein,0.2,1.86E-01,64.69,83.18,6,6.37,76G-FAM035511,Thaumi_prot_LH_FAM013080,N,Y,,
NFRAN_RS13465,NFRAN_0283,hypothetical protein,1.9,2.87E-02,3.88,1.5,1.72,#NUM!,#N/A,Thaumi_prot_LH_FAM004138,#N/A,#N/A,,
NFRAN_RS01165,NFRAN_0284,hypothetical protein,1.35,8.29E-05,29.45,16.59,4.75,3.96,76G-FAM035512,Thaumi_prot_LH_FAM013081,N,Y,,
NFRAN_RS01170,NFRAN_0285,hypothetical protein,1.34,3.06E-07,31.99,18.55,4.97,4.14,76G-FAM035513,Thaumi_prot_LH_FAM013082,N,Y,,
NFRAN_RS01175,NFRAN_0286,hypothetical protein,0.79,8.03E-07,36.47,30.83,5.14,4.94,76G-FAM011125,Thaumi_prot_LH_FAM004831,N,Y,,
NFRAN_RS01180,NFRAN_0287,DNA primase noncatalytic subunit PriX,0.95,1.66E-13,44.29,33.99,5.46,5.08,76G-FAM010516,Thaumi_prot_LH_FAM004114,N,Y,,
NFRAN_RS01185,NFRAN_0288,hypothetical protein,-0.22,5.79E-02,21.59,37.21,4.43,5.21,76G-FAM035514,Thaumi_prot_LH_FAM013083,N,Y,,
NFRAN_RS01190,NFRAN_0289,DUF72 domain-containing protein,0.32,1.87E-01,7.18,8.34,2.79,3.04,76G-FAM001006,Thaumi_prot_LH_FAM001658,N,N,,
NFRAN_RS01195,NFRAN_0290,hypothetical protein,-0.75,5.69E-02,2.73,6.67,1.22,2.71,76G-FAM010616,Thaumi_prot_LH_FAM004212,N,Y,,
NFRAN_RS01200,NFRAN_0293,hypothetical protein,-0.25,5.35E-01,4.68,8.38,2.16,3.02,76G-FAM011213,Thaumi_prot_LH_FAM004919,N,Y,,
NFRAN_RS01205,NFRAN_0294,hypothetical protein,-0.35,4.40E-01,2.71,5.14,1.4,2.28,76G-FAM010476,Thaumi_prot_LH_FAM004076,N,Y,,
NFRAN_RS01210,NFRAN_0295,hypothetical protein,0.13,7.79E-01,2.59,3.51,1.37,1.76,76G-FAM035515,Thaumi_prot_LH_FAM004556,N,Y,,
NFRAN_RS01215,NFRAN_0297,hypothetical protein,-1.31,1.64E-01,0.81,2.87,#NUM!,1.01,76G-FAM035516,Thaumi_prot_LH_FAM013084,N,Y,,
NFRAN_RS14085,NFRAN_0298,collagen-like protein,-0.14,3.54E-01,34.65,55.6,5.09,5.79,#N/A,Thaumi_prot_LH_FAM013085,#N/A,#N/A,,
NFRAN_RS01225,NFRAN_0299,hypothetical protein,-0.13,5.71E-01,11.18,17.89,3.45,4.16,76G-FAM035517,Thaumi_prot_LH_FAM013086,N,Y,,
NFRAN_RS01230,NFRAN_0300,hypothetical protein,-0.33,3.83E-04,111.46,206.01,6.79,7.68,76G-FAM035518,Thaumi_prot_LH_FAM013087,N,Y,,
NFRAN_RS01235,NFRAN_0302,hypothetical protein,-0.22,3.16E-01,7.07,12.1,2.79,3.59,76G-FAM035519,Thaumi_prot_LH_FAM013088,N,Y,,
NFRAN_RS01240,NFRAN_0303,hypothetical protein,1.43,5.97E-13,265.3,144.61,8,7.16,76G-FAM035520,Thaumi_prot_LH_FAM013089,N,Y,,
NFRAN_RS01245,NFRAN_0304,hypothetical protein,1.2,1.79E-01,1.27,0.81,#NUM!,-0.37,76G-FAM035521,Thaumi_prot_LH_FAM013090,N,Y,,
NFRAN_RS13470,NFRAN_0305,hypothetical protein,2.51,1.42E-01,1.09,0.3,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM013091,#N/A,#N/A,,
NFRAN_RS01250,0,hypothetical protein,0.56,5.51E-01,2.03,2.02,0.65,#NUM!,76G-FAM035522,Thaumi_prot_LH_FAM013092,N,Y,,
NFRAN_RS01255,NFRAN_0306,hypothetical protein,0.38,1.44E-01,10.56,12.03,3.37,3.55,76G-FAM010567,Thaumi_prot_LH_FAM004165,N,Y,,
NFRAN_RS01260,NFRAN_0309,hypothetical protein,0.14,9.20E-01,1.42,1.8,#NUM!,#NUM!,76G-FAM035523,Thaumi_prot_LH_FAM013093,N,Y,,
NFRAN_RS01265,NFRAN_0310,hypothetical protein,-0.05,9.32E-01,1.8,2.82,0.58,1.46,76G-FAM035524,Thaumi_prot_LH_FAM013094,N,Y,,
NFRAN_RS01270,NFRAN_0312,adenylate/guanylate cyclase domain-containing protein,-0.38,2.85E-03,23.17,44.43,4.53,5.47,76G-FAM007408,Thaumi_prot_LH_FAM000452,N,Y,,
NFRAN_RS13475,0,hypothetical protein,-1.54,2.02E-02,1.1,4.68,0.1,2.13,#N/A,Thaumi_prot_LH_FAM013095,#N/A,#N/A,,
NFRAN_RS01275,NFRAN_0314,FtsX-like permease family protein,0.14,1.88E-01,143.47,191.63,7.16,7.58,76G-FAM002979,Thaumi_prot_LH_FAM001307,N,N,,
NFRAN_RS01280,NFRAN_0315,hypothetical protein,0.16,2.62E-01,191.09,251.2,7.55,7.97,76G-FAM035525,Thaumi_prot_LH_FAM013096,N,Y,,
NFRAN_RS01285,NFRAN_0316,ABC transporter ATP-binding protein,0.27,1.00E-01,96.36,117.42,6.56,6.87,76G-FAM000031_0,Thaumi_prot_LH_FAM000504,Y,N,,
NFRAN_RS01290,NFRAN_0317,calcium-binding protein,0.35,8.24E-03,235.95,272.26,7.86,8.09,76G-FAM011315,Thaumi_prot_LH_FAM005651,N,Y,,
NFRAN_RS01295,NFRAN_0318,hypothetical protein,-0.18,1.45E-01,153.06,254.33,7.25,7.98,76G-FAM011315,Thaumi_prot_LH_FAM005651,N,Y,,
NFRAN_RS01300,NFRAN_0319,calcium-binding protein,-0.04,8.81E-01,15.31,23.41,3.93,4.52,76G-FAM011315,Thaumi_prot_LH_FAM005651,N,Y,,
NFRAN_RS01305,NFRAN_0320,hypothetical protein,-0.3,1.73E-03,231.5,421.7,7.85,8.72,76G-FAM035526,Thaumi_prot_LH_FAM004530,N,Y,,
NFRAN_RS01310,NFRAN_0323,DDE-type integrase/transposase/recombinase,-0.8,1.41E-01,2.27,5.67,0.61,2.45,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS01315,NFRAN_0324,hypothetical protein,0.04,8.05E-01,36.15,51.35,5.15,5.68,76G-FAM011553,Thaumi_prot_LH_FAM005516,N,Y,,
NFRAN_RS01320,NFRAN_0325,Lrp/AsnC ligand binding domain-containing protein,0.53,2.99E-01,7.42,7.95,2.69,2.93,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,
NFRAN_RS01325,NFRAN_0326,hypothetical protein,0.93,6.41E-01,0.23,0.17,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS13480,NFRAN_0327,hypothetical protein,-0.26,9.52E-01,0,0.04,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002609,#N/A,#N/A,,
NFRAN_RS01330,0,hypothetical protein,0.78,2.27E-01,2.67,2.24,1.36,1.01,76G-FAM011552,Thaumi_prot_LH_FAM005649,N,Y,,
NFRAN_RS01335,NFRAN_0328,penicillin-binding protein activator,-0.23,7.95E-02,47.42,82.37,5.56,6.36,76G-FAM010937,Thaumi_prot_LH_FAM004512,N,Y,,
NFRAN_RS01340,0,C2H2-type zinc finger protein,0.36,1.64E-01,30.18,34.41,4.86,5.07,76G-FAM002495,Thaumi_prot_LH_FAM000266,N,N,,
NFRAN_RS13485,NFRAN_0330,hypothetical protein,0.33,3.18E-03,777.4,899.91,9.58,9.81,#N/A,Thaumi_prot_LH_FAM001494,#N/A,#N/A,,
NFRAN_RS01345,NFRAN_0331,hypothetical protein,-0.28,1.21E-02,166.04,295.52,7.36,8.2,76G-FAM007428,Thaumi_prot_LH_FAM000335,Y,Y,,
NFRAN_RS01350,NFRAN_0332,methylmalonyl-CoA epimerase,-0.27,1.42E-01,71.05,127.45,6.13,6.98,76G-FAM005256,Thaumi_prot_LH_FAM000316,Y,Y,,
NFRAN_RS01355,NFRAN_0334,pyridoxamine 5'-phosphate oxidase family protein,0.33,2.98E-02,148.34,173.42,7.18,7.43,76G-FAM001130_1,Thaumi_prot_LH_FAM000481,N,N,,
NFRAN_RS01360,NFRAN_0335,hypothetical protein,0.75,1.54E-07,841.66,738.17,9.69,9.53,76G-FAM009691,Thaumi_prot_LH_FAM003067,N,Y,,
NFRAN_RS01365,NFRAN_0336,V-type ATPase 116kDa subunit family protein,-0.55,1.16E-07,1061,2273.83,10.03,11.15,76G-FAM003514,Thaumi_prot_LH_FAM001794,N,N,,
NFRAN_RS01370,NFRAN_0337,hypothetical protein,-0.6,2.79E-05,385.54,852.91,8.57,9.72,76G-FAM003513,Thaumi_prot_LH_FAM001795,N,N,,
NFRAN_RS13490,0,hypothetical protein,-0.61,9.29E-06,666.53,1506.4,9.37,10.55,#N/A,Thaumi_prot_LH_FAM013097,#N/A,#N/A,,
NFRAN_RS01375,NFRAN_0338,V-type ATP synthase subunit D,-0.44,3.43E-05,694.86,1372.13,9.42,10.42,76G-FAM003511,Thaumi_prot_LH_FAM001797,N,N,,
NFRAN_RS01380,NFRAN_0339,V-type ATP synthase subunit B,-0.52,8.66E-06,1555.1,3263.55,10.58,11.67,76G-FAM000195,Thaumi_prot_LH_FAM000804,Y,N,,
NFRAN_RS01385,NFRAN_0340,V-type ATP synthase subunit A,-0.51,1.02E-04,869.13,1806.26,9.74,10.81,76G-FAM000196,Thaumi_prot_LH_FAM000805,Y,N,,
NFRAN_RS01390,NFRAN_0341,V-type ATP synthase subunit F,-0.36,4.74E-02,621.32,1178.45,9.24,10.2,76G-FAM003510,Thaumi_prot_LH_FAM001798,N,N,,
NFRAN_RS01395,NFRAN_0342,V-type ATPase subunit,-0.62,1.23E-06,634.03,1423.61,9.27,10.47,76G-FAM003509,Thaumi_prot_LH_FAM001799,N,N,,
NFRAN_RS01400,NFRAN_0343,V-type ATP synthase subunit E,-0.66,6.03E-04,769.4,1782.55,9.53,10.78,76G-FAM003508,Thaumi_prot_LH_FAM001800,N,N,,
NFRAN_RS14090,NFRAN_0344,hypothetical protein,-0.77,9.65E-10,515.92,1269.26,8.97,10.31,#N/A,Thaumi_prot_LH_FAM001801,#N/A,#N/A,,
NFRAN_RS01410,NFRAN_0345,class I SAM-dependent methyltransferase,-0.51,4.52E-04,23.34,48.41,4.51,5.59,76G-FAM008398,Thaumi_prot_LH_FAM000507,N,Y,,
