Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved_LH,Rank TPM
NVIE_018920,#N/A,protein of unknown function,1.65,2.43E-56,4354.39,1698.75,12.09,10.73,#N/A,#N/A,#N/A,#N/A,NA,#N/A,23
NVIE_021160,NVIE_RS10165,exported protein of unknown function,1.64,1.77E-13,326.96,129.34,8.29,6.96,76G-FAM009664,Thaumi_prot_LH_FAM003774,N,Y,NV,NV,452
NVIE_029390,NVIE_RS14065,"putative ferritin, Dps family protein",1.64,1.45E-10,38.98,15.27,5.18,3.88,76G-FAM001044,Thaumi_prot_LH_FAM003015,N,N,NV+NF,NV+NF,1963
NVIE_001010,NVIE_RS00495,"putative surface-associated Ca2+-binding protein, Haemolysin-type",1.64,9.84E-25,240.21,95.29,7.88,6.55,76G-FAM009993,Thaumi_prot_LH_FAM003478,N,Y,NV,NV,607
NVIE_012290,NVIE_RS05950,transcription initiation factor IIB,1.62,2.39E-33,4894.3,1954.05,12.24,10.92,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,NV+NF+NM,NV+NF+NM,22
NVIE_028750,NVIE_RS13730,"ferritin, Dps family protein",1.61,1.31E-15,155.08,61.98,7.21,5.93,76G-FAM008021,Thaumi_prot_LH_FAM002225,N,Y,NV+NF,NV+NF,909
NVIE_009490,NVIE_RS04635,conserved protein of unknown function,1.61,3.78E-13,38.88,15.37,5.18,3.94,76G-FAM011499,Thaumi_prot_LH_FAM002950,N,Y,NV,NV,1965
NVIE_009370,NVIE_RS04575,hypothetical protein,1.61,6.84E-29,13.41,5.36,3.73,2.41,76G-FAM011511,Thaumi_prot_LH_FAM002967,N,Y,NV,NV,2557
NVIE_026590,NVIE_RS12705,protein of unknown function,1.61,5.83E-17,62.52,25.15,5.9,4.64,76G-FAM009867,Thaumi_prot_LH_FAM003841,N,Y,NV,NV,1645
NVIE_022800,NVIE_RS14930,exported protein of unknown function,1.6,3.90E-06,74.33,29.86,6.07,4.89,#N/A,Thaumi_prot_LH_FAM008662,#N/A,#N/A,NA,NV,1511
NVIE_007220,NVIE_RS15230,hypothetical protein,1.59,1.88E-12,73.15,29.61,6.11,4.88,#N/A,Thaumi_prot_LH_FAM003572,#N/A,#N/A,NA,NV,1519
NVIE_015270,NVIE_RS07430,protein of unknown function,1.56,2.48E-45,85.21,35.35,6.41,5.14,76G-FAM010326,Thaumi_prot_LH_FAM003070,N,Y,NV,NV,1408
NVIE_017760,NVIE_RS08650,protein of unknown function,1.55,2.05E-20,326.61,136.54,8.31,7.07,76G-FAM007525_0,Thaumi_prot_LH_FAM000186_0,N,Y,NV+NF+NM,NV+NF+NM,453
NVIE_009670,#N/A,protein of unknown function,1.54,2.12E-03,7.37,3.17,2.81,1.32,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2776
NVIE_001110,NVIE_RS00540,protein of unknown function,1.54,4.71E-04,3.53,1.46,1.67,0.45,76G-FAM010096,Thaumi_prot_LH_FAM003482,N,Y,NV,NV,2955
NVIE_004110,NVIE_RS01975,putative signal transduction protein with CBS domains,1.54,1.63E-10,40.63,17.16,5.23,4.09,76G-FAM004869,Thaumi_prot_LH_FAM002440,N,N,NV,NV,1933
NVIE_029810,NVIE_RS14260,"stomatin-like protein, putative protease",1.51,2.62E-13,13.02,5.65,3.67,2.47,76G-FAM001588,Thaumi_prot_LH_FAM003235,N,N,NV+NF,NV,2571
NVIE_009910,NVIE_RS04820,archaeal flagella protein FlaI,1.51,5.45E-19,9.04,3.87,3.15,1.94,76G-FAM001536,Thaumi_prot_LH_FAM001466,N,N,NV,NV,2708
NVIE_001900,NVIE_RS00925,putative Zinc/iron permease,1.51,2.08E-22,32.53,14.08,5,3.81,76G-FAM010023,Thaumi_prot_LH_FAM003504,N,Y,NV,NV,2086
NVIE_018200,#N/A,protein of unknown function,1.5,2.04E-01,1.07,0.47,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3086
NVIE_001100,NVIE_RS00535,protein of unknown function,1.5,5.64E-08,6.66,2.89,2.69,1.46,76G-FAM010095,Thaumi_prot_LH_FAM003481,N,Y,NV,NV,2809
NVIE_026210,NVIE_RS12525,protein of unknown function,1.49,1.78E-18,110.92,48.17,6.75,5.58,76G-FAM009730,Thaumi_prot_LH_FAM003630,N,Y,NV,NV,1177
NVIE_007270,NVIE_RS03535,protein of unknown function,1.49,1.96E-30,60.42,26.42,5.91,4.72,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,1670
NVIE_029090,NVIE_RS13900,protein of unknown function,1.48,4.77E-41,70.54,31.03,6.13,4.95,76G-FAM035443,Thaumi_prot_LH_FAM008791,N,Y,NV,NV,1552
NVIE_007900,NVIE_RS03850,hypothetical protein,1.48,5.44E-12,126.64,56.3,6.94,5.76,76G-FAM004868,Thaumi_prot_LH_FAM002356,N,N,NV+NF,NV+NF,1056
NVIE_007280,NVIE_RS03540,protein of unknown function,1.48,2.24E-10,18.2,7.95,4.17,2.93,76G-FAM010153,Thaumi_prot_LH_FAM003575,N,Y,NV,NV,2411
NVIE_016320,NVIE_RS07930,membrane protein of unknown function DUF2182,1.47,1.17E-13,7.65,3.41,2.92,1.74,76G-FAM009832,Thaumi_prot_LH_FAM002814,N,Y,NV,NV,2770
NVIE_030040,NVIE_RS14375,"putative signal transduction response regulator, receiver domain/putative CopR",1.47,2.22E-23,99.16,44.08,6.61,5.46,76G-FAM010014,Thaumi_prot_LH_FAM003880,N,Y,NV,NV,1267
NVIE_r0010,NVIE_RS05090,23S ribosomal RNA,1.46,6.02E-03,0.25,0.11,-2.29,-3.23,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3161
NVIE_009710,#N/A,protein of unknown function,1.46,3.96E-01,0.46,0.2,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3139
NVIE_024180,NVIE_RS11585,putative dienelactone hydrolase family,1.43,9.52E-19,193.43,88.61,7.58,6.44,76G-FAM008821,Thaumi_prot_LH_FAM001635,N,Y,NV+NF,NV+NF,742
NVIE_023290,NVIE_RS11170,protein of unknown function,1.42,8.36E-16,16.74,7.71,4.05,2.94,76G-FAM035337,Thaumi_prot_LH_FAM008665,N,Y,NV,NV,2452
NVIE_009920,NVIE_RS04825,"putative transcriptional regulator, TrmB",1.42,3.97E-27,106.17,49,6.72,5.61,76G-FAM010204,Thaumi_prot_LH_FAM002745,N,Y,NV,NV,1206
NVIE_014200,NVIE_RS06895,putative Transcriptional regulator,1.41,4.77E-35,237.48,109.89,7.89,6.77,76G-FAM007384,Thaumi_prot_LH_FAM001538,N,Y,NV+NF+NM,NV+NF+NM,614
NVIE_016460,#N/A,conserved membrane protein of unknown function,1.41,1.32E-28,116.36,53.82,6.85,5.75,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1124
NVIE_024830,NVIE_RS11890,putative integrase family protein,1.41,1.40E-29,24.02,11.09,4.58,3.46,76G-FAM002266,Thaumi_prot_LH_FAM001759,N,N,NV,NV,2267
NVIE_1087,#N/A,fragment/protein of unknown function,1.41,7.35E-01,0.11,0,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3172
NVIE_015860,NVIE_RS07705,putative nucleobase-cation symporter family protein,1.4,2.50E-22,36.23,17,5.17,4.08,76G-FAM009839,Thaumi_prot_LH_FAM003692,N,Y,NV,NV,2005
NVIE_009820,NVIE_RS04780,putative methyl-accepting chemotaxis protein,1.4,2.25E-16,16.75,7.77,4.04,2.95,76G-FAM007969,Thaumi_prot_LH_FAM001473,N,Y,NV,NV,2451
NVIE_010910,NVIE_RS05280,hypothetical protein,1.4,1.40E-03,47.11,22.42,5.5,4.33,76G-FAM001209,Thaumi_prot_LH_FAM000268,N,N,NV+NF+NM,NV+NF+NM,1836
NVIE_021810,NVIE_RS10485,protein of unknown function,1.4,8.35E-21,19588.55,9110.75,14.23,13.15,76G-FAM011545,Thaumi_prot_LH_FAM003783,N,Y,NV,NV,6
NVIE_009270,NVIE_RS04530,UpsA-like archaeal pilin,1.38,6.24E-24,617.4,288.53,9.24,8.17,76G-FAM001476,Thaumi_prot_LH_FAM002971,N,Y,NV,NV,221
NVIE_025380,NVIE_RS12140,conserved protein of unknown function,1.38,7.95E-10,291.7,139.2,8.11,7.1,76G-FAM010346,Thaumi_prot_LH_FAM003822,N,Y,NV,NV,501
NVIE_005860,NVIE_RS02875,protein of unknown function,1.37,5.72E-09,11.05,5.27,3.42,2.37,76G-FAM010125,Thaumi_prot_LH_FAM003001,N,Y,NV,NV,2636
NVIE_012190,NVIE_RS05900,protein of unknown function,1.37,1.09E-14,138.37,65.33,7.06,6.02,76G-FAM035247,Thaumi_prot_LH_FAM008538,N,Y,NV,NV,994
NVIE_005980,NVIE_RS02930,hypothetical protein,1.37,2.52E-14,107.43,51.61,6.74,5.64,76G-FAM001591_0,Thaumi_prot_LH_FAM002396,Y,N,NV+NF+NM,NV+NF,1198
NVIE_003580,NVIE_RS01750,hypothetical protein,1.36,1.11E-18,1327.52,639.68,10.35,9.31,76G-FAM009729,Thaumi_prot_LH_FAM002556,N,Y,NV+NF,NV+NF,80
NVIE_009840,NVIE_RS04785,chemotaxis protein CheW,1.36,1.16E-19,37.38,17.82,5.2,4.15,76G-FAM007967,Thaumi_prot_LH_FAM001476,N,Y,NV,NV,1989
NVIE_009240,NVIE_RS04515,hypothetical protein,1.36,5.64E-13,121.84,58.11,6.89,5.83,76G-FAM011517,Thaumi_prot_LH_FAM002974,N,Y,NV,NV,1091
NVIE_000590,NVIE_RS00295,putative Zinc/iron permease,1.35,1.64E-17,134.92,65.17,7.05,6,76G-FAM007716,Thaumi_prot_LH_FAM000877,N,Y,NV+NF+NM,NV+NF+NM,1009
NVIE_017960,NVIE_RS08740,Carbonate dehydratase,1.34,1.32E-38,2140.47,1037.1,11.06,10.01,76G-FAM007560,Thaumi_prot_LH_FAM001503,N,Y,NV+NF,NV+NF,44
NVIE_017810,NVIE_RS08670,putative flavin/deazaflavin oxidoreductase superfamily protein,1.33,1.26E-19,21.01,10.25,4.39,3.35,76G-FAM009811,Thaumi_prot_LH_FAM003232,N,Y,NV,NV,2337
NVIE_014730,NVIE_RS07155,putative chaperonin Hsp60/Cpn60/TCP-1,1.33,1.16E-36,96.44,47.39,6.59,5.56,76G-FAM007857,Thaumi_prot_LH_FAM002661,N,Y,NV+NF,NV+NF,1293
NVIE_019010,NVIE_RS09235,tellurium ion resistance family protein,1.32,1.53E-23,9.58,4.7,3.26,2.23,76G-FAM001984,Thaumi_prot_LH_FAM002296,N,Y,NV,NV,2693
NVIE_005950,NVIE_RS15170,hypothetical protein,1.32,5.18E-01,0.49,0.23,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM008460,#N/A,#N/A,NA,NV,3136
NVIE_001890,NVIE_RS00920,protein of unknown function,1.31,6.12E-13,52.55,26.22,5.68,4.71,76G-FAM010022,Thaumi_prot_LH_FAM002622,N,Y,NV,NV,1758
NVIE_008190,NVIE_RS03995,Alpha/beta hydrolase fold protein,1.31,1.62E-23,45.99,22.89,5.52,4.51,76G-FAM004179,Thaumi_prot_LH_FAM003425,N,N,NV,NV,1858
NVIE_012020,NVIE_RS05810,protein of unknown function,1.31,4.41E-15,381.18,188.15,8.53,7.55,76G-FAM006508,Thaumi_prot_LH_FAM008532,N,Y,NV,NV,390
NVIE_012160,NVIE_RS05880,glutamate-ammonia ligase / Glutamine synthetase,1.31,1.35E-17,109.77,54.87,6.75,5.77,76G-FAM000723_0,Thaumi_prot_LH_FAM001050,Y,N,NV+NF+NM,NV+NF+NM,1188
NVIE_001180,NVIE_RS00580,protein of unknown function,1.3,9.86E-34,159.76,79.33,7.31,6.31,76G-FAM010102,Thaumi_prot_LH_FAM003487,N,Y,NV,NV,885
NVIE_012370,NVIE_RS05990,putative glucose-methanol-choline oxidoreductase,1.3,2.24E-21,64.09,32,5.98,5,76G-FAM035248,Thaumi_prot_LH_FAM008539,N,Y,NV,NV,1626
NVIE_2542,#N/A,protein of unknown function,1.29,3.85E-01,0.55,0.29,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3132
NVIE_028800,NVIE_RS13755,hypothetical protein,1.29,3.05E-08,14.58,7.31,3.84,2.85,76G-FAM009933,Thaumi_prot_LH_FAM003270,N,Y,NV,NV,2524
NVIE_008830,NVIE_RS04315,putative Polyketide cyclase/dehydrase,1.28,1.72E-08,12.21,6.14,3.57,2.6,76G-FAM007477,Thaumi_prot_LH_FAM000665,N,Y,NV+NF+NM,NV+NF+NM,2606
NVIE_000600,NVIE_RS00300,multicopper oxidase type 3,1.28,9.46E-31,112.94,57.12,6.81,5.84,76G-FAM003386,Thaumi_prot_LH_FAM000878,N,N,NV+NF+NM,NV+NF+NM,1159
NVIE_0004,#N/A,protein of unknown function,1.27,6.07E-03,3.69,1.83,1.75,0.64,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2948
NVIE_014780,NVIE_RS07180,putative urea transporter,1.26,3.03E-20,40.27,20.74,5.32,4.37,76G-FAM007859,Thaumi_prot_LH_FAM002659,N,Y,NV+NF,NV+NF,1938
NVIE_009440,NVIE_RS04610,hypothetical protein,1.26,1.97E-17,193.66,99.21,7.58,6.63,76G-FAM011504,Thaumi_prot_LH_FAM002957,N,Y,NV,NV,740
NVIE_014720,NVIE_RS07150,hypothetical protein,1.26,3.48E-17,76.29,39.23,6.23,5.29,76G-FAM007856,Thaumi_prot_LH_FAM002662,N,Y,NV+NF,NV+NF,1488
NVIE_021320,NVIE_RS10245,putative Polar-differentiation response regulator divK,1.26,1.61E-33,90.22,46.05,6.49,5.52,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,NV+NF+NM,NV+NF+NM,1365
NVIE_002230,NVIE_RS01090,protein of unknown function,1.26,1.24E-14,20.62,10.6,4.34,3.4,76G-FAM010037,Thaumi_prot_LH_FAM003511,N,Y,NV,NV,2354
NVIE_009360,NVIE_RS04570,putative membrane bound type IV pili protein,1.26,2.22E-21,20.89,10.73,4.38,3.42,76G-FAM011512,Thaumi_prot_LH_FAM002968,N,Y,NV,NV,2344
NVIE_009450,NVIE_RS04615,hypothetical protein,1.25,1.97E-11,17.04,8.81,4.07,3.12,76G-FAM011503,Thaumi_prot_LH_FAM002956,N,Y,NV,NV,2445
NVIE_2203,#N/A,fragment/protein of unknown function,1.25,2.05E-01,2.99,1.49,1.23,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2978
NVIE_014770,NVIE_RS07175,hypothetical protein,1.25,1.76E-11,13.61,7.1,3.75,2.81,76G-FAM010314,Thaumi_prot_LH_FAM002660,N,Y,NV+NF,NV+NF,2549
NVIE_021310,NVIE_RS14620,"putative membrane associated signal transduction histidine kinase, with phosphoacceptor and ATP binding domain",1.24,6.21E-44,125.06,65.11,6.97,6.02,76G-FAM009205,Thaumi_prot_LH_FAM003349,N,Y,NV,NV,1069
NVIE_023990,NVIE_RS11485,hypothetical protein,1.24,2.19E-10,347.37,178.74,8.36,7.47,76G-FAM002488,Thaumi_prot_LH_FAM001776,N,N,NV,NV,431
NVIE_021840,NVIE_RS10495,putative Transcriptional regulator,1.24,2.83E-18,154.52,79.99,7.25,6.31,76G-FAM004856,Thaumi_prot_LH_FAM000296,N,N,NV+NF,NV+NF,912
NVIE_009420,NVIE_RS04600,hypothetical protein,1.23,7.01E-22,15.89,8.33,3.99,3.05,76G-FAM011473,Thaumi_prot_LH_FAM002669,N,Y,NV,NV,2486
NVIE_015480,NVIE_RS07545,conserved protein of unknown function,1.23,3.29E-15,70.64,36.93,6.12,5.2,76G-FAM002507,Thaumi_prot_LH_FAM001756,N,N,NV+NM,NV+NM,1551
NVIE_009980,NVIE_RS04850,putative flagellar protein FlaF,1.23,1.58E-08,13.02,6.84,3.69,2.73,76G-FAM007975,Thaumi_prot_LH_FAM001468,N,Y,NV,NV,2572
NVIE_0609,NVIE_RS02925,hypothetical protein,1.23,5.06E-22,189.12,100.01,7.56,6.63,76G-FAM010127,Thaumi_prot_LH_FAM002879,N,Y,NV,NV,756
NVIE_024540,NVIE_RS11765,"putative Glycosyl transferase, group 1",1.22,3.81E-08,203.72,108.11,7.59,6.74,76G-FAM009698,Thaumi_prot_LH_FAM002641,N,Y,NV+NF,NV+NF,702
NVIE_012900,NVIE_RS06265,copper-exporting P-type ATPase A,1.22,6.74E-13,45.76,24.2,5.48,4.59,76G-FAM001010,Thaumi_prot_LH_FAM002248,N,N,NV+NF,NV+NF,1867
NVIE_029910,NVIE_RS14310,conserved protein of unknown function,1.22,7.07E-18,62.12,32.95,5.94,5.03,76G-FAM035482,Thaumi_prot_LH_FAM008799,N,Y,NV,NV,1647
NVIE_014580,NVIE_RS07085,putative Outer membrane autotransporter barrel domain-containing protein,1.21,1.38E-04,171.48,90.12,7.3,6.48,76G-FAM010309,Thaumi_prot_LH_FAM003663,N,Y,NV,NV,836
NVIE_021340,NVIE_RS10255,"putative membrane associated signal transduction histidine kinase, with HAMP linker, ATP binding domain",1.21,9.85E-36,68.07,35.99,6.09,5.17,76G-FAM035311,Thaumi_prot_LH_FAM008632,N,Y,NV,NV,1572
NVIE_023840,NVIE_RS11415,ammonium transporter,1.21,1.73E-17,385.74,207.18,8.58,7.68,76G-FAM001711,Thaumi_prot_LH_FAM000351,Y,N,NV+NF+NM,NV+NF+NM,385
NVIE_0221,NVIE_RS01075,protein of unknown function,1.2,4.15E-05,14.67,7.68,3.79,2.91,76G-FAM009691,Thaumi_prot_LH_FAM003067,N,Y,NV+NF,NV+NF,2521
NVIE_0753,#N/A,fragment/protein of unknown function,1.2,2.74E-01,2.25,1.21,0.77,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3014
NVIE_003140,NVIE_RS01525,Toprim (topoisomerase-primase) domain - containing protein,1.2,5.73E-16,226.21,120.72,7.8,6.91,76G-FAM002663,Thaumi_prot_LH_FAM001737,N,N,NV+NF+NM,NV+NF+NM,644
NVIE_003590,NVIE_RS14695,protein of unknown function,1.2,1.61E-14,606.85,327.2,9.22,8.35,#N/A,Thaumi_prot_LH_FAM002997,#N/A,#N/A,NA,NV,226
NVIE_009970,NVIE_RS04845,putative Archaeal flagellar protein FlaG,1.19,1.61E-07,14.76,7.88,3.83,2.97,76G-FAM007337,Thaumi_prot_LH_FAM001469,N,Y,NV,NV,2517
NVIE_016350,NVIE_RS07945,conserved protein of unknown function,1.19,6.63E-09,6.62,3.54,2.72,1.78,76G-FAM009830,Thaumi_prot_LH_FAM002818,N,Y,NV,NV,2814
NVIE_029640,NVIE_RS14170,voltage-gated potassium channel beta subunit family protein,1.18,3.04E-21,1508.29,820,10.55,9.66,76G-FAM005738,Thaumi_prot_LH_FAM000700,N,Y,NV+NF+NM,NV+NF+NM,65
NVIE_012010,NVIE_RS05805,exported protein of unknown function,1.18,1.05E-11,168.39,90.43,7.34,6.5,76G-FAM035241,Thaumi_prot_LH_FAM008531,N,Y,NV,NV,848
NVIE_012360,NVIE_RS05985,protein of unknown function,1.18,3.83E-23,256.55,139.3,7.99,7.12,76G-FAM010261,Thaumi_prot_LH_FAM003641,N,Y,NV,NV,559
NVIE_0733,NVIE_RS14740,hypothetical protein,1.18,8.62E-07,38.03,20.64,5.18,4.36,#N/A,Thaumi_prot_LH_FAM003571,#N/A,#N/A,NA,NV,1978
NVIE_009770,NVIE_RS04760,archaeal flagellin,1.17,9.58E-12,29.3,15.97,4.84,3.99,76G-FAM001541,Thaumi_prot_LH_FAM001471,N,Y,NV,NV,2142
NVIE_007890,NVIE_RS03845,putative menaquinone biosynthesis methyltransferase UbiE,1.17,8.19E-14,63.38,34.59,5.96,5.09,76G-FAM007694,Thaumi_prot_LH_FAM002357,N,Y,NV+NF,NV+NF,1635
NVIE_010870,NVIE_RS05265,exported protein of unknown function,1.17,2.29E-02,1.53,0.82,0.43,-0.47,76G-FAM009800,Thaumi_prot_LH_FAM003622,N,Y,NV,NV,3064
NVIE_020180,NVIE_RS09700,"ferritin, Dps family protein",1.17,1.52E-16,937.34,512.02,9.86,8.98,76G-FAM003555,Thaumi_prot_LH_FAM000324,N,N,NV+NF+NM,NV+NF+NM,126
NVIE_022700,NVIE_RS10900,protein of unknown function,1.17,1.55E-08,17.35,9.5,4.09,3.22,76G-FAM035333,Thaumi_prot_LH_FAM008661,N,Y,NV,NV,2431
NVIE_019920,NVIE_RS09585,conserved protein of unknown function,1.17,6.61E-11,36.46,20.1,5.15,4.32,76G-FAM002334,Thaumi_prot_LH_FAM002773,N,N,NV,NV,2002
NVIE_026540,NVIE_RS12685,protein of unknown function,1.16,1.98E-05,33.58,18.25,4.94,4.17,76G-FAM035382,Thaumi_prot_LH_FAM008728,N,Y,NV,NV,2055
NVIE_012640,#N/A,protein of unknown function,1.16,1.67E-02,2.55,1.4,1.32,0.27,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2998
NVIE_011690,NVIE_RS05650,exported protein of unknown function,1.16,1.64E-19,50.91,27.97,5.65,4.8,76G-FAM007761,Thaumi_prot_LH_FAM003633,N,Y,NV,NV,1784
NVIE_026100,NVIE_RS12480,protein of unknown function,1.15,1.92E-11,1841.3,1021.39,10.82,9.98,76G-FAM010334,Thaumi_prot_LH_FAM003730,N,Y,NV,NV,52
NVIE_008840,NVIE_RS04320,protein of unknown function,1.15,4.64E-05,6.75,3.78,2.71,1.9,76G-FAM010166,Thaumi_prot_LH_FAM003076,N,Y,NV,NV,2804
NVIE_020950,NVIE_RS10065,protein of unknown function,1.14,2.18E-11,78.68,43.29,6.25,5.43,76G-FAM009668,Thaumi_prot_LH_FAM003275,N,Y,NV,NV,1458
NVIE_028770,NVIE_RS13740,putative spermine synthase,1.14,1.73E-16,13.11,7.34,3.7,2.87,76G-FAM005208,Thaumi_prot_LH_FAM003158,N,Y,NV,NV,2566
NVIE_026140,NVIE_RS12500,exported protein of unknown function,1.14,6.94E-18,177.25,98.7,7.45,6.62,76G-FAM009705,Thaumi_prot_LH_FAM003708,N,Y,NV,NV,812
NVIE_020550,NVIE_RS14895,exported protein of unknown function,1.13,1.31E-23,124.1,69.76,6.95,6.12,#N/A,Thaumi_prot_LH_FAM003766,#N/A,#N/A,NA,NV,1076
NVIE_005590,NVIE_RS02745,"putative membrane associated signal transduction histidine kinase, with phosphoacceptor and ATP binding domain",1.13,3.47E-27,44.33,24.93,5.46,4.64,76G-FAM010116,Thaumi_prot_LH_FAM003009,N,Y,NV+NF,NV+NF,1891
NVIE_2864,#N/A,fragment of radical SAM domain protein (part 2),1.13,4.35E-01,1.27,0.72,-0.17,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3078
NVIE_1139,#N/A,exported protein of unknown function,1.12,4.45E-10,420.21,235.57,8.68,7.84,#N/A,#N/A,#N/A,#N/A,NA,#N/A,349
NVIE_2211,#N/A,protein of unknown function,1.12,6.62E-01,0.32,0.18,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3155
NVIE_1518,#N/A,fragment/protein of unknown function,1.12,7.49E-01,0.34,0.19,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3151
NVIE_004090,NVIE_RS01965,putative UspA domain protein,1.12,5.49E-03,16.87,9.4,3.76,3.22,76G-FAM008779,Thaumi_prot_LH_FAM002279,N,Y,NV,NV,2449
NVIE_010000,NVIE_RS04860,putative archaeal flagella assembly protein J,1.12,2.57E-12,10.76,6.11,3.42,2.6,76G-FAM007974,Thaumi_prot_LH_FAM001465,N,Y,NV,NV,2646
NVIE_0991,#N/A,protein of unknown function,1.11,5.86E-01,0.37,0.22,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3147
NVIE_026560,NVIE_RS12695,exported protein of unknown function,1.11,1.31E-02,2.49,1.4,1.28,0.33,76G-FAM035384,Thaumi_prot_LH_FAM008730,N,Y,NV,NV,3002
NVIE_015700,#N/A,protein of unknown function,1.11,2.04E-01,1.81,1.04,0.62,-0.29,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3049
NVIE_022040,NVIE_RS10600,protein of unknown function,1.11,2.78E-22,74.74,42.67,6.21,5.41,76G-FAM010410,Thaumi_prot_LH_FAM003786,N,Y,NV,NV,1505
NVIE_005600,NVIE_RS02750,putative quinoprotein glucose/ sorbosone dehydrogenase,1.11,2.10E-17,211.03,121.25,7.71,6.92,76G-FAM008430,Thaumi_prot_LH_FAM001362,N,Y,NV+NF,NV+NF,682
NVIE_027670,#N/A,protein of unknown function,1.1,2.57E-11,181.13,103.34,7.47,6.67,#N/A,#N/A,#N/A,#N/A,NA,#N/A,788
NVIE_022030,NVIE_RS10595,protein of unknown function,1.1,5.11E-21,60.92,34.82,5.91,5.12,76G-FAM010411,Thaumi_prot_LH_FAM003785,N,Y,NV,NV,1663
NVIE_025940,#N/A,conserved protein of unknown function,1.1,5.84E-15,3095.75,1780.64,11.58,10.79,#N/A,#N/A,#N/A,#N/A,NA,#N/A,30
NVIE_014750,NVIE_RS07165,urease subunit beta,1.1,3.28E-10,93.89,53.73,6.51,5.74,76G-FAM007179,Thaumi_prot_LH_FAM000302,N,Y,NV,NV+NF,1324
NVIE_010640,#N/A,exported protein of unknown function,1.1,8.00E-06,52.23,29.72,5.63,4.86,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1768
NVIE_028760,NVIE_RS13735,protein of unknown function,1.09,9.07E-04,8.37,4.75,3.03,2.14,76G-FAM009762,Thaumi_prot_LH_FAM003744,N,Y,NV,NV,2727
NVIE_0459,#N/A,hypothetical protein,1.09,9.26E-02,14.55,8.65,3.66,2.86,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2525
NVIE_022130,NVIE_RS10640,exported protein of unknown function,1.08,4.05E-24,115,66.79,6.84,6.06,76G-FAM010396,Thaumi_prot_LH_FAM003787,N,Y,NV,NV,1139
NVIE_012140,#N/A,exported protein of unknown function,1.07,3.66E-01,0.84,0.49,-0.32,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3109
NVIE_024950,NVIE_RS11935,putative integrase family protein,1.07,2.37E-18,24.07,14.07,4.58,3.81,76G-FAM002266,Thaumi_prot_LH_FAM001759,N,N,NV,NV,2266
NVIE_024630,NVIE_RS11805,conserved protein of unknown function,1.06,8.86E-09,110.45,65.1,6.76,6,76G-FAM008781,Thaumi_prot_LH_FAM002617,N,Y,NV+NF,NV+NF,1183
NVIE_024530,NVIE_RS11760,"phosphate ABC transporter, periplasmic phosphate-binding protein",1.06,2.48E-12,110.97,65.8,6.78,6.02,76G-FAM010356,Thaumi_prot_LH_FAM003269,N,Y,NV,NV,1176
NVIE_015720,#N/A,protein of unknown function,1.06,8.61E-08,152.36,89.4,7.2,6.46,#N/A,#N/A,#N/A,#N/A,NA,#N/A,921
NVIE_000110,NVIE_RS00050,nitroreductase-like protein,1.06,4.59E-07,180.3,106.88,7.43,6.73,76G-FAM000660_0,Thaumi_prot_LH_FAM001931,N,N,NV+NF+NM,NV+NF+NM,794
NVIE_017000,NVIE_RS08265,conserved protein of unknown function,1.06,4.23E-11,41.87,24.64,5.37,4.6,76G-FAM009703,Thaumi_prot_LH_FAM002637,N,Y,NV,NV,1916
NVIE_2466,NVIE_RS14950,protein of unknown function,1.06,2.94E-01,0.84,0.47,-0.89,-1.41,#N/A,Thaumi_prot_LH_FAM008683,#N/A,#N/A,NA,NV,3107
