Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,,,baseMean,lfcSE,stat,pvalue
NMAR_RS00520,Nmar_0099,Glu-tRNA(Gln) amidotransferase subunit GatE,-0.29,0.241812651,4.14057603,7.348329202,2.03,2.864569692,76G-FAM000373,Thaumi_prot_LH_FAM001135,N,N,,,,,,,,,,,,201.664426,0.185944925,-1.54842217,0.121520687
NMAR_RS00525,Nmar_0100,Glu-tRNA(Gln) amidotransferase subunit GatD,0.25,0.134913105,25.86689737,29.80230742,4.64,4.893124277,76G-FAM000382,Thaumi_prot_LH_FAM001136,N,N,,,,,,,,,,,,671.0948683,0.130976663,1.901981743,0.057173541
NMAR_RS00530,Nmar_0101,CDC48 family AAA ATPase,0.64,7.70E-08,352.8025084,321.1528776,8.42,8.315451504,76G-FAM000165_0,Thaumi_prot_LH_FAM000348_0,Y,N,,,,,,,,,,,,13837.89406,0.110400773,5.827332235,5.63E-09
NMAR_RS00535,Nmar_0102,50S ribosomal protein L2,0.2,0.241812651,213.2398382,263.3296033,7.69,8.029784638,76G-FAM000015,Thaumi_prot_LH_FAM001137,Y,N,,,,,,,,,,,,3326.782306,0.126237423,1.548430203,0.121518754
NMAR_RS00540,Nmar_0103,acylphosphatase,0.93,0.001437707,20.23646198,19.06167221,4.28,4.244840296,76G-FAM000170,Thaumi_prot_LH_FAM001784,N,N,,,,,,,,,,,,137.9221575,0.252628657,3.667710922,0.000244732
NMAR_RS00545,Nmar_0104,DUF5655 domain-containing protein,-0.65,0.50208322,6.785272281,4.140305815,2.6,1.925166795,76G-FAM008055,Thaumi_prot_LH_FAM001783,N,Y,,,,,,,,,,,,26.45227116,0.677323214,-0.958845314,0.337636678
NMAR_RS00550,0,signal recognition particle sRNA,1.68,0.001177495,298670.7855,150459.0206,18.11,17.18984731,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,1514837.039,0.451925867,3.725339475,0.000195053
NMAR_RS00555,Nmar_0105,TIGR00269 family protein,-0.41,0.111286036,13.28801402,25.57408531,3.69,4.626075888,76G-FAM000049,Thaumi_prot_LH_FAM000038,Y,N,,,,,,,,,,,,318.2935509,0.201508437,-2.012532652,0.044163818
NMAR_RS00560,Nmar_0106,class I SAM-dependent methyltransferase,-1.32,0.158865087,0.731904563,1.406976358,-1.69,0.470082205,76G-FAM028417,Thaumi_prot_LH_FAM006531,N,Y,,,,,,,,,,,,15.1425452,0.731239648,-1.805504432,0.070995783
NMAR_RS00565,Nmar_0107,site-2 protease family protein,-0.02,0.921221664,22.49173384,32.10408514,4.44,4.978318477,76G-FAM007457,Thaumi_prot_LH_FAM000037,N,Y,,,,,,,,,,,,572.6914087,0.148358605,-0.154494024,0.877220223
NMAR_RS00570,Nmar_0108,divalent-cation tolerance protein CutA,1.75,0.45039218,0.629343271,0.076927053,#NUM!,#NUM!,76G-FAM001468,Thaumi_prot_LH_FAM000561,N,N,,,,,,,,,,,,4.971894963,1.639043501,1.064753043,0.2869877
NMAR_RS00575,Nmar_0109,mRNA surveillance protein pelota,-0.24,0.58532504,3.616063125,5.444677626,1.74,2.389985125,76G-FAM002664,Thaumi_prot_LH_FAM000562,N,N,,,,,,,,,,,,79.54028177,0.293165436,-0.802371335,0.422338189
NMAR_RS00580,Nmar_0110,hypothetical protein,-0.46,0.065817119,22.57546542,45.75852893,4.47,5.477994295,76G-FAM000740,Thaumi_prot_LH_FAM000563,N,N,,,,,,,,,,,,277.0068404,0.204452166,-2.269961838,0.023209899
NMAR_RS00585,Nmar_0111,secondary thiamine-phosphate synthase enzyme YjbQ,0.32,0.412228772,21.02807027,22.41651946,4.38,4.439818701,76G-FAM000259,Thaumi_prot_LH_FAM000564,N,N,,,,,,,,,,,,161.206885,0.282674288,1.147054717,0.251359007
NMAR_RS09615,Nmar_0112,hypothetical protein,0.15,0.611136424,69.90746366,78.48620718,6.05,6.257582587,76G-FAM008183,Thaumi_prot_LH_FAM000565,N,Y,,,,,,,,,,,,592.2987025,0.199296189,0.753736774,0.451007296
NMAR_RS00590,Nmar_0113,metal-dependent transcriptional regulator,0.11,0.747678508,46.72332692,55.95595671,5.37,5.772444166,76G-FAM000606,Thaumi_prot_LH_FAM000560,Y,N,,,,,,,,,,,,399.3130477,0.21760666,0.502284992,0.615467064
NMAR_RS00595,Nmar_0114,helix-turn-helix domain-containing protein,-0.4,0.341427227,11.066157,21.03726525,3.36,4.360224568,76G-FAM000865,Thaumi_prot_LH_FAM000559,Y,N,,,,,,,,,,,,224.9515118,0.307663298,-1.3096392,0.190317921
NMAR_RS00600,Nmar_0115,tetraether lipid synthase Tes,-0.34,0.040855779,371.6612293,679.2229571,8.5,9.370582428,76G-FAM000522,Thaumi_prot_LH_FAM000558,Y,N,,,,,,,,,,,,16219.37724,0.138403546,-2.489613967,0.012788191
NMAR_RS00605,Nmar_0116,glycosyltransferase family 4 protein,-0.62,0.031572723,10.16118489,20.2629596,3.29,4.289381976,76G-FAM001307,Thaumi_prot_LH_FAM000554,N,Y,,,,,,,,,,,,288.0799517,0.239367093,-2.603014781,0.009240797
NMAR_RS00610,Nmar_0117,SDR family NAD(P)-dependent oxidoreductase,-0.27,0.330872091,9.616038567,16.58083309,3.24,4.018204045,76G-FAM003403,Thaumi_prot_LH_FAM001219,N,N,,,,,,,,,,,,241.4902163,0.205321204,-1.336343574,0.181437
NMAR_RS00615,Nmar_0118,glycosyltransferase family 39 protein,-0.64,0.526418095,0.507485914,0.92441225,-1.8,-0.274444523,76G-FAM008869,Thaumi_prot_LH_FAM001820,N,Y,,,,,,,,,,,,20.93628849,0.702319994,-0.910711472,0.362447418
NMAR_RS00620,Nmar_0119,oligosaccharide flippase family protein,-1.01,0.01327435,2.917995502,8.43462998,1.52,3.071689256,76G-FAM003373,Thaumi_prot_LH_FAM001821,N,N,,,,,,,,,,,,108.0195084,0.342390158,-2.946431797,0.003214633
NMAR_RS00625,Nmar_0120,glycosyltransferase family 4 protein,-0.75,0.014074758,4.357781582,10.64426257,2.08,3.370833288,76G-FAM008870,Thaumi_prot_LH_FAM001822,N,Y,,,,,,,,,,,,158.443449,0.257504228,-2.923663272,0.003459387
NMAR_RS00630,Nmar_0121,NAD(P)-dependent oxidoreductase,-0.06,0.957907243,0.898646689,1.635585387,#NUM!,0.367141478,76G-FAM000004_0,Thaumi_prot_LH_FAM001823,N,N,,,,,,,,,,,,21.15404604,0.7852006,-0.081517519,0.935030393
NMAR_RS00635,Nmar_0122,"GDP-mannose 4,6-dehydratase",-0.36,0.574153944,1.992811121,4.104602984,0.7,1.976091364,76G-FAM008871,Thaumi_prot_LH_FAM001824,N,Y,,,,,,,,,,,,56.04167467,0.43811171,-0.827151669,0.408151101
NMAR_RS00640,Nmar_0123,glycosyltransferase family 2 protein,-0.37,0.638123401,0.953950338,2.183363612,-0.39,1.117309096,76G-FAM008872,Thaumi_prot_LH_FAM001825,N,Y,,,,,,,,,,,,34.49488289,0.522878422,-0.700560968,0.483577045
NMAR_RS00645,Nmar_0124,glucose-1-phosphate thymidylyltransferase,-0.82,0.007803666,8.424307226,19.66567604,2.88,4.263899711,76G-FAM000149,Thaumi_prot_LH_FAM001826,N,N,,,,,,,,,,,,268.7606436,0.2596064,-3.14073528,0.001685243
NMAR_RS00650,Nmar_0125,"dTDP-glucose 4,6-dehydratase",-0.12,0.845853144,3.328003427,6.068416691,1.62,2.493388936,76G-FAM000004_0,Thaumi_prot_LH_FAM000555,N,N,,,,,,,,,,,,82.40778035,0.397478216,-0.309575441,0.756883834
NMAR_RS00655,0,hypothetical protein,0.31,0.737703726,3.836578754,4.206523297,1.78,1.914512139,#N/A,Thaumi_prot_LH_FAM006532,#N/A,#N/A,,,,,,,,,,,,18.62896974,0.603579881,0.520438585,0.602757923
NMAR_RS00660,Nmar_0126,SGNH/GDSL hydrolase family protein,-0.85,0.013377792,3.638551518,7.400599007,1.73,2.86965246,76G-FAM028418,Thaumi_prot_LH_FAM006533,N,Y,,,,,,,,,,,,95.00805155,0.290390236,-2.943114632,0.003249281
NMAR_RS00665,Nmar_0127,carbamoyltransferase,0.34,0.098993464,19.97552606,21.94136127,4.24,4.450781559,76G-FAM003402,Thaumi_prot_LH_FAM001827,N,N,,,,,,,,,,,,556.1215062,0.162694269,2.072929063,0.038178882
NMAR_RS00670,Nmar_0128,hypothetical protein,1.44,0.000358238,14.62241616,7.827213756,3.73,2.833520835,76G-FAM008873,Thaumi_prot_LH_FAM001828,N,Y,,,,,,,,,,,,72.74763338,0.356300339,4.049473807,5.13E-05
NMAR_RS00675,Nmar_0130,hypothetical protein,-0.01,0.967641627,31.2050935,40.22787636,4.84,5.309704089,76G-FAM028420,Thaumi_prot_LH_FAM006534,N,Y,,,,,,,,,,,,435.1757537,0.156665777,-0.064784571,0.948345526
NMAR_RS00680,Nmar_0131,N-acetylneuraminate synthase family protein,-0.31,0.150746675,17.19648215,28.09663735,4.09,4.802403526,76G-FAM002429,Thaumi_prot_LH_FAM001227,N,N,,,,,,,,,,,,485.8558369,0.167240807,-1.839272802,0.065875071
NMAR_RS00685,Nmar_0132,DegT/DnrJ/EryC1/StrS family aminotransferase,-0.13,0.760504608,3.61942557,6.218467448,1.78,2.607113835,76G-FAM000725_0,Thaumi_prot_LH_FAM000790,N,N,,,,,,,,,,,,100.4384034,0.268339113,-0.47428094,0.635299581
NMAR_RS00690,Nmar_0133,N-acetyltransferase,-0.51,0.763406096,0.170158143,0.730982605,#NUM!,#NUM!,76G-FAM003378,Thaumi_prot_LH_FAM001829,N,N,,,,,,,,,,,,4.263285253,1.097036499,-0.468712678,0.639275023
NMAR_RS00695,Nmar_0134,formyltransferase family protein,0.47,0.577304158,2.336449989,2.360810213,0.87,1.088487456,76G-FAM028421,Thaumi_prot_LH_FAM006535,N,Y,,,,,,,,,,,,25.69542953,0.577313879,0.820559401,0.411897281
NMAR_RS00700,Nmar_0135,glycosyltransferase family protein,-2.34,0.044969837,0.183101852,1.323723202,#NUM!,0.271144614,76G-FAM003379,Thaumi_prot_LH_FAM001243,N,N,,,,,,,,,,,,9.089555307,0.956737714,-2.445518982,0.014464383
NMAR_RS00705,Nmar_0136,Gfo/Idh/MocA family oxidoreductase,0.15,0.877243955,1.47414686,1.826892602,-0.14,0.73122397,76G-FAM008874,Thaumi_prot_LH_FAM001830,N,Y,,,,,,,,,,,,35.17420318,0.584504664,0.253757704,0.799682752
NMAR_RS00710,Nmar_0137,DUF4910 domain-containing protein,-0.18,0.758837659,3.628224536,5.201060548,1.65,2.335891806,76G-FAM028422,Thaumi_prot_LH_FAM006536,N,Y,,,,,,,,,,,,97.17699292,0.36972226,-0.476776221,0.63352148
NMAR_RS00715,Nmar_0138,holo-ACP synthase,0.35,0.846588833,0.993292941,1.548064617,#NUM!,0.457128093,76G-FAM002600,Thaumi_prot_LH_FAM001831,N,N,,,,,,,,,,,,7.715973565,1.130140725,0.30757927,0.758402496
NMAR_RS00720,Nmar_0139,UDP-N-acetylglucosamine 2-epimerase,-0.92,0.024410933,1.425487766,4.159790866,0.37,1.963417896,76G-FAM008875,Thaumi_prot_LH_FAM001832,N,Y,,,,,,,,,,,,90.89608179,0.338135472,-2.710265861,0.00672293
NMAR_RS00725,Nmar_0140,4-hydroxy-2-oxovalerate aldolase,0.04,0.910634493,12.06348086,15.33686949,3.55,3.918872558,76G-FAM028423,Thaumi_prot_LH_FAM006537,N,Y,,,,,,,,,,,,222.4994142,0.207937762,0.175374201,0.860785611
NMAR_RS00730,Nmar_0141,class I adenylate-forming enzyme family protein,0.08,0.957907243,0.524443444,1.252159208,-1.48,0.125879685,76G-FAM028424,Thaumi_prot_LH_FAM006538,N,Y,,,,,,,,,,,,11.98657215,1.004018016,0.081862569,0.934756
NMAR_RS00735,Nmar_0142,cyclase family protein,-0.78,0.124961085,2.551444572,5.957507176,1.07,2.554925211,76G-FAM004316,Thaumi_prot_LH_FAM000170,N,N,,,,,,,,,,,,49.00102422,0.402979387,-1.946267267,0.051622643
NMAR_RS00740,Nmar_0143,phosphopantetheine-binding protein,2.47,0.027687864,2.546840577,1.16637918,1.17,#NUM!,76G-FAM028425,Thaumi_prot_LH_FAM006539,N,Y,,,,,,,,,,,,9.236481744,0.927077271,2.659206501,0.007832494
NMAR_RS00745,Nmar_0144,AAC(3) family N-acetyltransferase,1.12,0.363435332,1.012066433,1.039583452,-0.13,-0.035306393,76G-FAM028426,Thaumi_prot_LH_FAM006540,N,Y,,,,,,,,,,,,12.25301876,0.890331998,1.25873567,0.208125823
NMAR_RS00750,Nmar_0145,FdtA/QdtA family cupin domain-containing protein,-0.36,0.33737021,7.998738041,15.89306036,2.88,3.892172475,76G-FAM008876,Thaumi_prot_LH_FAM001833,N,Y,,,,,,,,,,,,142.3916137,0.275390317,-1.321964257,0.186180053
NMAR_RS00755,Nmar_0146,SDR family NAD(P)-dependent oxidoreductase,-0.15,0.724781986,9.371241249,13.25738949,3.19,3.642668053,76G-FAM003403,Thaumi_prot_LH_FAM001219,N,N,,,,,,,,,,,,198.0328059,0.276882735,-0.540451987,0.588885364
NMAR_RS00760,Nmar_0147,hypothetical protein,-0.12,0.887710208,0.963454278,1.623980116,-0.1,0.56038852,76G-FAM028427,Thaumi_prot_LH_FAM006541,N,Y,,,,,,,,,,,,30.24616109,0.526315403,-0.229551946,0.818439951
NMAR_RS00765,Nmar_0148,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,0.06,0.761578443,23.67879791,30.8671748,4.5,4.938782817,76G-FAM003380,Thaumi_prot_LH_FAM001225,N,N,,,,,,,,,,,,665.5585045,0.136880588,0.47248085,0.636583607
NMAR_RS00770,Nmar_0149,acylneuraminate cytidylyltransferase,-0.21,0.783549427,3.022691636,5.017747247,1,2.269829104,76G-FAM003371,Thaumi_prot_LH_FAM001834,N,N,,,,,,,,,,,,54.3660311,0.492583519,-0.432606933,0.665300352
NMAR_RS00775,Nmar_0150,"GDP-mannose 4,6-dehydratase",-0.66,8.37E-06,38.68238006,85.34689661,5.23,6.407050666,76G-FAM003337,Thaumi_prot_LH_FAM001221,N,N,,,,,,,,,,,,1136.324336,0.133392681,-4.929670104,8.24E-07
NMAR_RS00780,0,TIM barrel protein,-0.58,0.18476511,3.556864874,7.157413269,1.7,2.819963686,#N/A,Thaumi_prot_LH_FAM001835,#N/A,#N/A,,,,,,,,,,,,79.29514088,0.338585031,-1.721019327,0.085247317
NMAR_RS00785,0,N-acetylneuraminate synthase family protein,-0.68,0.113394817,4.18859463,9.383068178,1.7,3.189775112,#N/A,Thaumi_prot_LH_FAM001227,#N/A,#N/A,,,,,,,,,,,,127.0029177,0.341425013,-1.999824103,0.045519261
NMAR_RS00790,Nmar_0153,Gfo/Idh/MocA family oxidoreductase,-0.38,0.199712582,6.952640423,12.91027413,2.63,3.68392345,76G-FAM008877,Thaumi_prot_LH_FAM001226,N,Y,,,,,,,,,,,,172.5320027,0.22797636,-1.674815419,0.093970453
NMAR_RS00795,Nmar_0154,sulfatase-like hydrolase/transferase,-0.58,0.121048332,2.396180453,5.328137744,1.25,2.397789698,76G-FAM008878,Thaumi_prot_LH_FAM001836,N,Y,,,,,,,,,,,,86.91861269,0.297162484,-1.964668032,0.049452672
NMAR_RS00800,Nmar_0155,methylphosphonate synthase,-0.36,0.025124084,25.50322901,45.32565879,4.64,5.497087122,76G-FAM008879,Thaumi_prot_LH_FAM001837,N,Y,,,,,,,,,,,,892.0763904,0.134005637,-2.698255056,0.006970401
NMAR_RS00805,Nmar_0156,sulfatase-like hydrolase/transferase,-0.81,0.052007215,1.827910067,4.627217646,0.83,2.133782173,76G-FAM008880,Thaumi_prot_LH_FAM001838,N,Y,,,,,,,,,,,,69.0359088,0.339074335,-2.376708833,0.01746787
NMAR_RS00810,Nmar_0157,phosphocholine cytidylyltransferase family protein,-0.85,0.266503203,0.711833359,1.503000872,-0.53,0.554428476,76G-FAM008881,Thaumi_prot_LH_FAM001839,N,Y,,,,,,,,,,,,16.43683687,0.570887656,-1.489460215,0.136366222
NMAR_RS00815,0,thiamine pyrophosphate-dependent enzyme,-1.47,0.025601864,1.123250087,4.235595903,-0.29,1.987833955,#N/A,Thaumi_prot_LH_FAM001840,#N/A,#N/A,,,,,,,,,,,,25.76771178,0.548070364,-2.690758678,0.007128974
NMAR_RS00820,0,thiamine pyrophosphate-binding protein,-0.05,0.929592169,3.552610203,5.96971926,1.79,2.531530535,#N/A,Thaumi_prot_LH_FAM001841,#N/A,#N/A,,,,,,,,,,,,43.25652344,0.357752505,-0.139607965,0.888969747
NMAR_RS00825,Nmar_0160,isocitrate lyase/phosphoenolpyruvate mutase family protein,-0.32,0.064293267,21.71492218,37.08363675,4.39,5.204452427,76G-FAM008882,Thaumi_prot_LH_FAM001842,N,Y,,,,,,,,,,,,478.5536069,0.139640025,-2.28166413,0.022509177
NMAR_RS00830,Nmar_0161,iron-containing alcohol dehydrogenase,-0.23,0.611136424,3.633728038,4.666056341,1.79,2.21536559,76G-FAM008306,Thaumi_prot_LH_FAM000362,N,Y,,,,,,,,,,,,60.91731669,0.309118376,-0.752882528,0.451520508
NMAR_RS00835,Nmar_0162,Rieske (2Fe-2S) protein,-0.2,0.804646475,2.725414247,3.801135559,1.13,1.86406101,76G-FAM001504_0,Thaumi_prot_LH_FAM000737_0,Y,N,,,,,,,,,,,,36.34681578,0.511009983,-0.388112625,0.697932689
NMAR_RS00840,Nmar_0163,MBL fold metallo-hydrolase,-0.24,0.446374177,8.406846185,14.79523614,3.03,3.874965688,76G-FAM028428,Thaumi_prot_LH_FAM006542,N,Y,,,,,,,,,,,,281.3820512,0.226779778,-1.071939961,0.283747
NMAR_RS00845,Nmar_0164,CBS domain-containing protein,-1.64,0.072132903,0.4055976,1.813055161,#NUM!,0.627303121,76G-FAM004796,Thaumi_prot_LH_FAM001028,N,N,,,,,,,,,,,,15.83930035,0.736654597,-2.225313344,0.02606021
NMAR_RS00850,Nmar_0165,glycosyltransferase family 2 protein,-0.68,0.018561492,8.169909479,17.26775579,2.94,4.090264839,76G-FAM002432,Thaumi_prot_LH_FAM001231,N,N,,,,,,,,,,,,210.4744889,0.24089331,-2.817346499,0.004842225
NMAR_RS00855,Nmar_0166,sulfotransferase domain-containing protein,-0.43,0.146251458,5.749031379,11.21640866,2.45,3.48274346,76G-FAM008883,Thaumi_prot_LH_FAM001843,N,Y,,,,,,,,,,,,139.0091047,0.231309874,-1.856964676,0.06331618
NMAR_RS00860,Nmar_0167,SIS domain-containing protein,0.15,0.78398156,3.705435873,4.266909183,1.63,2.048797789,76G-FAM008514,Thaumi_prot_LH_FAM000388,N,Y,,,,,,,,,,,,69.6155887,0.352013305,0.431006013,0.666463999
NMAR_RS00865,Nmar_0168,NAD-dependent epimerase/dehydratase family protein,-0.65,0.153815642,3.883747235,8.594439969,1.89,3.033199072,76G-FAM000004_0,Thaumi_prot_LH_FAM000555,N,N,,,,,,,,,,,,107.4160196,0.354159474,-1.826058492,0.067841452
NMAR_RS00870,Nmar_0169,S-methyl-5-thioribose-1-phosphate isomerase,0.07,0.802500775,20.32394312,26.82085447,4.29,4.72223818,76G-FAM000875,Thaumi_prot_LH_FAM000389,N,N,,,,,,,,,,,,437.7803197,0.184619716,0.394158921,0.693463712
NMAR_RS00875,Nmar_0170,Gfo/Idh/MocA family oxidoreductase,-0.81,0.479469185,0.785409561,2.372145867,#NUM!,1.13389007,76G-FAM028429,Thaumi_prot_LH_FAM006543,N,Y,,,,,,,,,,,,30.23103855,0.804286797,-1.005674158,0.314572338
NMAR_RS00880,Nmar_0171,Gfo/Idh/MocA family oxidoreductase,-1.25,0.031468284,2.06096028,5.40148042,0.2,2.387132371,76G-FAM028430,Thaumi_prot_LH_FAM006544,N,Y,,,,,,,,,,,,60.21089055,0.478640661,-2.604745988,0.00919424
NMAR_RS00885,Nmar_0172,PqqD family peptide modification chaperone,-0.07,0.752868259,98.78981161,148.0904847,6.61,7.206183176,76G-FAM007576,Thaumi_prot_LH_FAM001138,N,Y,,,,,,,,,,,,1537.003393,0.140826515,-0.490804586,0.623564666
NMAR_RS00890,Nmar_0173,SDR family oxidoreductase,-0.7,0.01217564,5.720368296,14.4561236,2.44,3.843139623,76G-FAM008184,Thaumi_prot_LH_FAM001139,N,Y,,,,,,,,,,,,137.7021485,0.234657908,-2.977320334,0.0029078
NMAR_RS00895,Nmar_0174,hypothetical protein,-0.63,0.033825911,22.05121111,46.08245552,4.34,5.482265762,76G-FAM008185,Thaumi_prot_LH_FAM001248,N,Y,,,,,,,,,,,,150.6575021,0.243557613,-2.572163257,0.010106522
NMAR_RS00900,Nmar_0175,hypothetical protein,-0.3,0.359130961,15.60281174,28.45246885,3.83,4.812717731,76G-FAM008492,Thaumi_prot_LH_FAM001249,N,Y,,,,,,,,,,,,239.3697113,0.233869257,-1.26711712,0.205113415
NMAR_RS00905,Nmar_0176,hypothetical protein,-0.98,0.070216892,2.97583026,5.76533322,1.03,2.498395466,76G-FAM008186,Thaumi_prot_LH_FAM001250,N,Y,,,,,,,,,,,,55.06796159,0.439200218,-2.238482669,0.025189596
NMAR_RS00910,Nmar_R0004,tRNA-Arg,2.07,0.226482327,7.155594372,2.762456195,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,6.310002777,1.29741937,1.595527763,0.110594267
NMAR_RS00915,Nmar_0177,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,0.47,0.000413195,61.71606064,63.89754844,5.91,5.991362059,76G-FAM000374,Thaumi_prot_LH_FAM001140,N,N,,,,,,,,,,,,1389.27389,0.118399522,4.010160649,6.07E-05
NMAR_RS00920,Nmar_0178,pyridoxamine 5'-phosphate oxidase family protein,-1.29,0.011646069,3.364321013,6.886406094,1.55,2.670332498,76G-FAM001130_0,Thaumi_prot_LH_FAM000394,Y,N,,,,,,,,,,,,41.77392695,0.431368078,-2.993478034,0.002758174
NMAR_RS00925,Nmar_0179,hypothetical protein,0.33,0.895442364,0.87057524,1.049007799,#NUM!,#NUM!,76G-FAM008033,Thaumi_prot_LH_FAM001141,N,Y,,,,,,,,,,,,4.305485436,1.548241368,0.213634372,0.830832193
NMAR_RS00930,Nmar_0180,NADPH-dependent F420 reductase,-0.23,0.223055066,66.58423641,110.5169944,6.03,6.786894123,76G-FAM000252,Thaumi_prot_LH_FAM001142,Y,N,,,,,,,,,,,,1122.18015,0.140498488,-1.604605422,0.108580667
NMAR_RS00935,Nmar_0181,histidine phosphatase family protein,0,0.991647779,66.25933518,93.05741109,5.98,6.53037902,76G-FAM003290,Thaumi_prot_LH_FAM001143,Y,N,,,,,,,,,,,,922.6893758,0.123264397,-0.021833526,0.982580751
NMAR_RS00940,Nmar_0182,hypothetical protein,-0.48,0.025056448,370.0998456,720.477359,8.47,9.478318424,76G-FAM008032,Thaumi_prot_LH_FAM001144,Y,Y,,,,,,,,,,,,2627.785209,0.178243704,-2.70045225,0.006924528
NMAR_RS00945,Nmar_0183,cupredoxin domain-containing protein,-0.45,0.038769322,133.4398089,261.9522067,7.01,8.018804977,76G-FAM001551,Thaumi_prot_LH_FAM001145,N,N,,,,,,,,,,,,1681.971471,0.177945254,-2.513815863,0.011943277
NMAR_RS00950,Nmar_0184,cbb3-type cytochrome c oxidase subunit I,-0.28,0.100648264,321.6453009,548.4901876,8.29,9.088932491,76G-FAM001550,Thaumi_prot_LH_FAM001146,N,N,,,,,,,,,,,,12529.90576,0.135528892,-2.06479421,0.038942476
NMAR_RS09620,Nmar_0185,plastocyanin/azurin family copper-binding protein,-0.29,0.08140913,510.7828605,897.6044094,8.97,9.80671759,76G-FAM008031,Thaumi_prot_LH_FAM001147,N,Y,,,,,,,,,,,,12655.12492,0.132458374,-2.171307613,0.029907927
NMAR_RS00960,Nmar_0186,COX15/CtaA family protein,-0.72,0.000261122,55.72902159,125.1336018,5.75,6.95535704,76G-FAM001553,Thaumi_prot_LH_FAM001148,Y,N,,,,,,,,,,,,816.7679147,0.173774471,-4.134587121,3.56E-05
NMAR_RS00965,Nmar_0187,hypothetical protein,0.23,0.441325217,29.72246347,37.98508866,4.84,5.209956016,76G-FAM003390,Thaumi_prot_LH_FAM001149,N,N,,,,,,,,,,,,319.3925808,0.216442313,1.082641072,0.278967769
NMAR_RS00970,Nmar_0188,SRPBCC family protein,0.09,0.468423062,1198.217468,1593.018517,10.19,10.63513567,76G-FAM002863,Thaumi_prot_LH_FAM001150,Y,N,,,,,,,,,,,,15646.93678,0.090587784,1.028999891,0.303479726
NMAR_RS00975,Nmar_R0005,tRNA-Lys,2.12,7.18E-06,45.23924153,15.32396455,5.46,3.783750949,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,39.46100792,0.427776963,4.965214562,6.86E-07
NMAR_RS00980,Nmar_0189,ATP-binding protein,-0.69,0.00089605,6.852665341,14.60207723,2.64,3.858545291,76G-FAM008884,Thaumi_prot_LH_FAM001844,N,Y,,,,,,,,,,,,334.224017,0.181956141,-3.802977625,0.000142967
NMAR_RS00985,Nmar_0190,class I SAM-dependent methyltransferase,-0.11,0.905945045,2.827151412,5.439830512,0.95,2.418105961,76G-FAM008187,Thaumi_prot_LH_FAM000751,N,Y,,,,,,,,,,,,51.50728671,0.598762742,-0.185521881,0.85281972
NMAR_RS09625,Nmar_0191,hypothetical protein,-0.41,0.568588209,11.86196267,21.27843514,3.11,4.249776987,76G-FAM008188,Thaumi_prot_LH_FAM000750,N,Y,,,,,,,,,,,,50.57334887,0.494381614,-0.837508616,0.402306736
NMAR_RS00990,Nmar_0192,branched-chain amino acid transaminase,-0.1,0.659564673,52.09610561,77.98737548,5.66,6.262514128,76G-FAM000727_0,Thaumi_prot_LH_FAM000749,Y,N,,,,,,,,,,,,1113.448295,0.158048993,-0.659741283,0.509419869
NMAR_RS00995,0,hypothetical protein,-0.17,0.819899163,6.622912934,11.04433084,2.59,3.375134525,#N/A,Thaumi_prot_LH_FAM001234,#N/A,#N/A,,,,,,,,,,,,34.90117677,0.463563223,-0.358020362,0.720328076
NMAR_RS01000,Nmar_0193,aspartokinase,-0.49,0.025124084,30.58925858,38.34021399,4.78,5.23126512,76G-FAM004925,Thaumi_prot_LH_FAM000748,Y,Y,,,,,,,,,,,,574.3702988,0.182998045,-2.698810399,0.006958781
NMAR_RS01005,Nmar_0194,glycosyltransferase,-2.61,0.013443376,0.201839889,1.361477745,#NUM!,0.317081666,76G-FAM003499,Thaumi_prot_LH_FAM000747,N,N,,,,,,,,,,,,13.15671386,0.886914241,-2.94095306,0.003272041
NMAR_RS01010,Nmar_R0006,tRNA-Val,2.31,0.452126419,4.879987606,1.212319073,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,1.917164783,2.179958261,1.061808814,0.288322487
NMAR_RS01015,Nmar_0195,hypothetical protein,-0.78,0.001460242,118.7623864,287.5770901,6.76,8.133167216,76G-FAM008205,Thaumi_prot_LH_FAM001134,N,Y,,,,,,,,,,,,947.8210111,0.213486787,-3.662968111,0.00024931
NMAR_RS01020,Nmar_0196,hypothetical protein,-0.05,0.814224646,515.1637769,732.7086473,8.93,9.508663971,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,4007.606943,0.130268762,-0.369682462,0.711619101
NMAR_RS01025,Nmar_0197,hypothetical protein,-0.43,0.027687864,36.48784451,68.20330513,5.12,6.074752274,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,356.1488869,0.162211383,-2.659036237,0.007836453
